order_id,Warehouse_block,shipment_mode,care_calls,customer_rating,product_cost,Prior_purchases,product_importance,Gender,discount_pct,weight_gms,on_time,estimated_revenue,gross_margin,discount_impact,shipping_cost,return_loss,net_margin,net_margin_rate,delivery_status,discount_bucket
1629,A,Road,4,2,140,3,medium,F,49,1820,1,274.51,134.51,134.51,1.82,23.03,-24.85,-9.05,Livré à temps,26-50%
1630,B,Road,3,2,150,3,medium,M,29,1354,1,211.27,61.27,61.27,1.35,17.73,-19.08,-9.03,Livré à temps,26-50%
1631,C,Road,6,2,286,7,medium,F,65,3362,1,817.14,531.14,531.14,3.36,68.56,-71.92,-8.8,Livré à temps,>50%
1632,F,Road,5,5,224,8,low,F,49,3282,1,439.22,215.22,215.22,3.28,36.85,-40.13,-9.14,Livré à temps,26-50%
1633,D,Road,3,4,204,3,low,F,49,3225,1,400.0,196.0,196.0,3.23,33.56,-36.79,-9.2,Livré à temps,26-50%
1634,F,Road,5,2,266,7,low,F,12,2056,1,302.27,36.27,36.27,2.06,25.36,-27.42,-9.07,Livré à temps,11-25%
1635,A,Road,6,3,241,6,high,F,8,3878,1,261.96,20.96,20.96,3.88,21.98,-25.86,-9.87,Livré à temps,1-10%
1636,B,Road,4,2,278,6,low,F,36,2330,1,434.38,156.38,156.38,2.33,36.44,-38.77,-8.93,Livré à temps,26-50%
1637,C,Road,2,1,145,2,low,F,49,1177,1,284.31,139.31,139.31,1.18,23.85,-25.03,-8.8,Livré à temps,26-50%
1638,F,Road,5,4,140,4,high,F,5,1130,1,147.37,7.37,7.37,1.13,12.36,-13.49,-9.15,Livré à temps,1-10%
1639,D,Road,4,4,209,3,medium,F,52,2740,1,435.42,226.42,226.42,2.74,36.53,-39.27,-9.02,Livré à temps,>50%
1640,F,Flight,3,1,233,3,medium,M,1,2744,1,235.35,2.35,2.35,13.72,19.75,-33.47,-14.22,Livré à temps,1-10%
1641,A,Flight,3,2,227,3,medium,M,21,2351,1,287.34,60.34,60.34,11.76,24.11,-35.87,-12.48,Livré à temps,11-25%
1642,B,Flight,5,4,258,2,medium,F,24,2878,1,339.47,81.47,81.47,14.39,28.48,-42.87,-12.63,Livré à temps,11-25%
1643,C,Flight,5,3,259,3,low,F,45,3335,1,470.91,211.91,211.91,16.68,39.51,-56.19,-11.93,Livré à temps,26-50%
1644,F,Flight,3,3,153,2,low,F,39,1328,1,250.82,97.82,97.82,6.64,21.04,-27.68,-11.04,Livré à temps,26-50%
1645,D,Flight,3,2,181,3,medium,M,45,3786,1,329.09,148.09,148.09,18.93,27.61,-46.54,-14.14,Livré à temps,26-50%
1646,F,Flight,4,4,143,8,medium,M,12,1326,1,162.5,19.5,19.5,6.63,13.63,-20.26,-12.47,Livré à temps,11-25%
1647,A,Flight,5,4,111,5,medium,F,42,1587,1,191.38,80.38,80.38,7.94,16.06,-24.0,-12.54,Livré à temps,26-50%
1648,B,Flight,4,4,198,2,medium,M,64,3787,1,550.0,352.0,352.0,18.93,46.14,-65.07,-11.83,Livré à temps,>50%
1649,C,Flight,3,5,121,3,low,F,10,1701,1,134.44,13.44,13.44,8.51,11.28,-19.79,-14.72,Livré à temps,1-10%
1650,F,Flight,3,4,204,3,medium,F,27,2772,1,279.45,75.45,75.45,13.86,23.45,-37.31,-13.35,Livré à temps,26-50%
1651,D,Flight,4,2,203,5,low,F,20,3098,1,253.75,50.75,50.75,15.49,21.29,-36.78,-14.49,Livré à temps,11-25%
1652,F,Flight,4,1,167,3,low,F,57,1782,1,388.37,221.37,221.37,8.91,32.58,-41.49,-10.68,Livré à temps,>50%
1653,A,Flight,4,5,270,3,medium,M,20,3185,1,337.5,67.5,67.5,15.93,28.32,-44.25,-13.11,Livré à temps,11-25%
1654,B,Flight,5,3,260,2,high,F,63,2715,1,702.7,442.7,442.7,13.58,58.96,-72.54,-10.32,Livré à temps,>50%
1655,C,Flight,3,3,180,3,high,F,56,1684,1,409.09,229.09,229.09,8.42,34.32,-42.74,-10.45,Livré à temps,>50%
1656,F,Flight,3,3,157,2,medium,F,62,1366,1,413.16,256.16,256.16,6.83,34.66,-41.49,-10.04,Livré à temps,>50%
1657,D,Flight,3,5,156,6,low,M,65,1308,1,445.71,289.71,289.71,6.54,37.4,-43.94,-9.86,Livré à temps,>50%
1658,F,Flight,4,5,236,7,medium,F,44,3808,1,421.43,185.43,185.43,19.04,35.36,-54.4,-12.91,Livré à temps,26-50%
1659,A,Flight,5,2,240,7,medium,F,47,2174,1,452.83,212.83,212.83,10.87,37.99,-48.86,-10.79,Livré à temps,26-50%
1660,B,Flight,4,1,104,7,medium,F,52,1083,1,216.67,112.67,112.67,5.42,18.18,-23.6,-10.89,Livré à temps,>50%
1661,C,Flight,4,4,140,3,medium,F,4,1467,1,145.83,5.83,5.83,7.33,12.24,-19.57,-13.42,Livré à temps,1-10%
1662,F,Ship,3,2,150,3,medium,F,4,1910,1,156.25,6.25,6.25,3.82,13.11,-16.93,-10.84,Livré à temps,1-10%
1663,D,Ship,6,1,286,7,medium,F,7,2338,1,307.53,21.53,21.53,4.68,25.8,-30.48,-9.91,Livré à temps,1-10%
1664,F,Ship,5,5,224,8,low,F,48,2627,1,430.77,206.77,206.77,5.25,36.14,-41.39,-9.61,Livré à temps,26-50%
1665,A,Ship,3,5,204,3,low,F,45,2513,1,370.91,166.91,166.91,5.03,31.12,-36.15,-9.75,Livré à temps,26-50%
1666,B,Ship,5,2,266,7,low,M,40,2304,1,443.33,177.33,177.33,4.61,37.2,-41.81,-9.43,Livré à temps,26-50%
1667,C,Ship,4,5,268,3,low,F,59,2083,1,653.66,385.66,385.66,4.17,54.84,-59.01,-9.03,Livré à temps,>50%
1668,F,Ship,4,5,267,4,low,M,20,3132,1,333.75,66.75,66.75,6.26,28.0,-34.26,-10.27,Livré à temps,11-25%
1669,D,Ship,3,5,223,4,low,F,46,3938,1,412.96,189.96,189.96,7.88,34.65,-42.53,-10.3,Livré à temps,26-50%
1670,F,Ship,5,5,164,5,low,M,52,1644,1,341.67,177.67,177.67,3.29,28.67,-31.96,-9.35,Livré à temps,>50%
1671,A,Ship,4,2,209,4,low,F,10,3370,1,232.22,23.22,23.22,6.74,19.48,-26.22,-11.29,Livré à temps,1-10%
1672,B,Ship,3,2,192,3,low,F,19,3183,1,237.04,45.04,45.04,6.37,19.89,-26.26,-11.08,Livré à temps,11-25%
1673,C,Ship,3,2,260,3,medium,M,52,2874,1,541.67,281.67,281.67,5.75,45.45,-51.2,-9.45,Livré à temps,>50%
1674,F,Ship,2,1,137,5,medium,F,3,1037,1,141.24,4.24,4.24,2.07,11.85,-13.92,-9.86,Livré à temps,1-10%
1675,D,Ship,3,3,267,2,low,M,18,2435,1,325.61,58.61,58.61,4.87,27.32,-32.19,-9.89,Livré à temps,11-25%
1676,F,Ship,3,3,111,3,medium,M,54,1712,1,241.3,130.3,130.3,3.42,20.25,-23.67,-9.81,Livré à temps,>50%
1677,A,Ship,3,4,240,2,medium,F,2,3729,1,244.9,4.9,4.9,7.46,20.55,-28.01,-11.44,Livré à temps,1-10%
1678,B,Ship,5,1,234,3,medium,M,40,3340,1,390.0,156.0,156.0,6.68,32.72,-39.4,-10.1,Livré à temps,26-50%
1679,C,Ship,4,2,190,2,medium,M,37,2563,1,301.59,111.59,111.59,5.13,25.3,-30.43,-10.09,Livré à temps,26-50%
1680,F,Ship,5,2,265,2,high,M,24,2415,1,348.68,83.68,83.68,4.83,29.25,-34.08,-9.77,Livré à temps,11-25%
1681,D,Ship,3,4,189,3,medium,F,37,3492,1,300.0,111.0,111.0,6.98,25.17,-32.15,-10.72,Livré à temps,26-50%
1682,F,Ship,2,1,121,3,medium,M,25,1124,1,161.33,40.33,40.33,2.25,13.54,-15.79,-9.79,Livré à temps,11-25%
1683,A,Ship,4,3,101,6,low,M,37,1344,1,160.32,59.32,59.32,2.69,13.45,-16.14,-10.07,Livré à temps,26-50%
1684,B,Ship,3,3,250,3,medium,M,9,2752,1,274.73,24.73,24.73,5.5,23.05,-28.55,-10.39,Livré à temps,1-10%
1685,C,Ship,4,2,247,3,medium,F,64,2198,1,686.11,439.11,439.11,4.4,57.56,-61.96,-9.03,Livré à temps,>50%
1686,F,Ship,4,4,162,3,medium,M,41,1104,1,274.58,112.58,112.58,2.21,23.04,-25.25,-9.2,Livré à temps,26-50%
1687,D,Ship,2,2,219,3,low,F,56,3608,1,497.73,278.73,278.73,7.22,41.76,-48.98,-9.84,Livré à temps,>50%
1688,F,Ship,5,1,258,2,medium,F,48,3717,1,496.15,238.15,238.15,7.43,41.63,-49.06,-9.89,Livré à temps,26-50%
1689,A,Ship,5,4,221,2,low,F,59,3444,1,539.02,318.02,318.02,6.89,45.22,-52.11,-9.67,Livré à temps,>50%
1690,B,Ship,2,4,137,3,high,F,41,1176,1,232.2,95.2,95.2,2.35,19.48,-21.83,-9.4,Livré à temps,26-50%
1691,C,Ship,3,4,174,2,medium,M,51,1430,1,355.1,181.1,181.1,2.86,29.79,-32.65,-9.19,Livré à temps,>50%
1692,F,Ship,4,2,189,3,medium,M,6,3671,1,201.06,12.06,12.06,7.34,16.87,-24.21,-12.04,Livré à temps,1-10%
1693,D,Ship,4,4,212,4,medium,F,2,3830,1,216.33,4.33,4.33,7.66,18.15,-25.81,-11.93,Livré à temps,1-10%
1694,F,Ship,6,1,183,2,low,M,57,3966,1,425.58,242.58,242.58,7.93,35.71,-43.64,-10.25,Livré à temps,>50%
1695,A,Ship,3,1,180,2,low,M,26,1715,1,243.24,63.24,63.24,3.43,20.41,-23.84,-9.8,Livré à temps,26-50%
1696,B,Ship,5,5,150,5,medium,F,61,1091,1,384.62,234.62,234.62,2.18,32.27,-34.45,-8.96,Livré à temps,>50%
1697,C,Ship,4,3,246,3,medium,F,52,2440,1,512.5,266.5,266.5,4.88,43.0,-47.88,-9.34,Livré à temps,>50%
1698,F,Ship,3,2,263,3,high,F,44,3802,1,469.64,206.64,206.64,7.6,39.4,-47.0,-10.01,Livré à temps,26-50%
1699,D,Ship,4,4,204,2,low,M,29,2941,1,287.32,83.32,83.32,5.88,24.11,-29.99,-10.44,Livré à temps,26-50%
1700,F,Ship,3,2,223,4,low,F,20,3955,1,278.75,55.75,55.75,7.91,23.39,-31.3,-11.23,Livré à temps,11-25%
1701,A,Ship,3,3,193,2,low,F,60,2581,1,482.5,289.5,289.5,5.16,40.48,-45.64,-9.46,Livré à temps,>50%
1702,B,Ship,3,1,138,3,low,F,41,1914,1,233.9,95.9,95.9,3.83,19.62,-23.45,-10.03,Livré à temps,26-50%
1703,C,Ship,5,2,188,3,medium,F,50,3992,1,376.0,188.0,188.0,7.98,31.55,-39.53,-10.51,Livré à temps,26-50%
1704,F,Ship,4,3,201,3,low,F,46,3641,1,372.22,171.22,171.22,7.28,31.23,-38.51,-10.35,Livré à temps,26-50%
1705,D,Ship,3,3,245,2,medium,F,16,2577,1,291.67,46.67,46.67,5.15,24.47,-29.62,-10.16,Livré à temps,11-25%
1706,F,Ship,3,2,262,3,low,M,54,3150,1,569.57,307.57,307.57,6.3,47.79,-54.09,-9.5,Livré à temps,>50%
1707,A,Ship,4,4,147,5,medium,F,33,1886,1,219.4,72.4,72.4,3.77,18.41,-22.18,-10.11,Livré à temps,26-50%
1708,B,Ship,3,1,254,3,medium,F,35,2965,1,390.77,136.77,136.77,5.93,32.79,-38.72,-9.91,Livré à temps,26-50%
1709,C,Ship,4,2,213,4,low,F,37,2184,1,338.1,125.1,125.1,4.37,28.37,-32.74,-9.68,Livré à temps,26-50%
1710,F,Ship,3,3,152,2,low,M,32,1665,1,223.53,71.53,71.53,3.33,18.75,-22.08,-9.88,Livré à temps,26-50%
1711,D,Ship,4,1,227,3,low,M,54,3972,1,493.48,266.48,266.48,7.94,41.4,-49.34,-10.0,Livré à temps,>50%
1712,F,Ship,2,5,206,3,low,F,46,2944,1,381.48,175.48,175.48,5.89,32.01,-37.9,-9.93,Livré à temps,26-50%
1713,A,Ship,3,4,242,5,low,M,5,2307,1,254.74,12.74,12.74,4.61,21.37,-25.98,-10.2,Livré à temps,1-10%
1714,B,Ship,4,2,200,3,medium,M,45,2486,1,363.64,163.64,163.64,4.97,30.51,-35.48,-9.76,Livré à temps,26-50%
1715,C,Ship,4,1,142,2,low,M,26,1683,1,191.89,49.89,49.89,3.37,16.1,-19.47,-10.15,Livré à temps,26-50%
1716,F,Ship,3,3,275,3,low,F,61,2123,1,705.13,430.13,430.13,4.25,59.16,-63.41,-8.99,Livré à temps,>50%
1717,D,Ship,6,1,222,5,medium,M,26,3137,1,300.0,78.0,78.0,6.27,25.17,-31.44,-10.48,Livré à temps,26-50%
1718,F,Ship,3,1,101,2,medium,F,56,1184,1,229.55,128.55,128.55,2.37,19.26,-21.63,-9.42,Livré à temps,>50%
1719,A,Ship,4,5,178,3,high,M,22,1907,1,228.21,50.21,50.21,3.81,19.15,-22.96,-10.06,Livré à temps,11-25%
1720,B,Ship,3,2,243,3,medium,M,31,3943,1,352.17,109.17,109.17,7.89,29.55,-37.44,-10.63,Livré à temps,26-50%
1721,C,Ship,2,1,177,4,low,M,63,1058,1,478.38,301.38,301.38,2.12,40.14,-42.26,-8.83,Livré à temps,>50%
1722,F,Ship,3,2,270,3,medium,M,31,2377,1,391.3,121.3,121.3,4.75,32.83,-37.58,-9.6,Livré à temps,26-50%
1723,D,Ship,5,3,186,4,medium,F,11,3676,1,208.99,22.99,22.99,7.35,17.53,-24.88,-11.9,Livré à temps,11-25%
1724,F,Ship,5,3,133,4,medium,F,29,1094,1,187.32,54.32,54.32,2.19,15.72,-17.91,-9.56,Livré à temps,26-50%
1725,A,Ship,3,2,263,4,medium,M,8,2599,1,285.87,22.87,22.87,5.2,23.98,-29.18,-10.21,Livré à temps,1-10%
1726,B,Ship,5,3,248,3,medium,M,4,2207,1,258.33,10.33,10.33,4.41,21.67,-26.08,-10.1,Livré à temps,1-10%
1727,C,Ship,5,2,150,3,medium,M,63,1807,1,405.41,255.41,255.41,3.61,34.01,-37.62,-9.28,Livré à temps,>50%
1728,F,Ship,3,4,203,4,medium,M,46,3640,1,375.93,172.93,172.93,7.28,31.54,-38.82,-10.33,Livré à temps,26-50%
1729,D,Ship,2,3,249,2,low,M,1,2905,1,251.52,2.52,2.52,5.81,21.1,-26.91,-10.7,Livré à temps,1-10%
1730,F,Ship,3,3,238,3,medium,M,54,2860,1,517.39,279.39,279.39,5.72,43.41,-49.13,-9.5,Livré à temps,>50%
1731,A,Ship,5,3,181,4,medium,F,32,3893,1,266.18,85.18,85.18,7.79,22.33,-30.12,-11.32,Livré à temps,26-50%
1732,B,Ship,3,3,138,4,low,M,56,1440,1,313.64,175.64,175.64,2.88,26.31,-29.19,-9.31,Livré à temps,>50%
1733,C,Ship,4,3,139,3,medium,F,47,1323,1,262.26,123.26,123.26,2.65,22.0,-24.65,-9.4,Livré à temps,26-50%
1734,F,Ship,2,3,192,2,low,F,31,2621,1,278.26,86.26,86.26,5.24,23.35,-28.59,-10.27,Livré à temps,26-50%
1735,D,Ship,5,4,241,3,medium,M,40,3484,1,401.67,160.67,160.67,6.97,33.7,-40.67,-10.13,Livré à temps,26-50%
1736,F,Ship,3,2,188,3,low,F,33,3335,1,280.6,92.6,92.6,6.67,23.54,-30.21,-10.77,Livré à temps,26-50%
1737,A,Ship,6,1,278,2,medium,F,12,2112,1,315.91,37.91,37.91,4.22,26.5,-30.72,-9.72,Livré à temps,11-25%
1738,B,Ship,4,1,144,2,high,M,35,1072,1,221.54,77.54,77.54,2.14,18.59,-20.73,-9.36,Livré à temps,26-50%
1739,C,Ship,4,5,208,2,medium,M,33,2170,1,310.45,102.45,102.45,4.34,26.05,-30.39,-9.79,Livré à temps,26-50%
1740,F,Ship,3,2,208,2,low,M,41,2036,1,352.54,144.54,144.54,4.07,29.58,-33.65,-9.55,Livré à temps,26-50%
1741,D,Ship,4,3,210,3,medium,M,11,2655,1,235.96,25.96,25.96,5.31,19.8,-25.11,-10.64,Livré à temps,11-25%
1742,F,Ship,3,3,237,3,medium,M,47,3625,1,447.17,210.17,210.17,7.25,37.52,-44.77,-10.01,Livré à temps,26-50%
1743,A,Ship,4,4,192,3,low,F,25,2443,1,256.0,64.0,64.0,4.89,21.48,-26.37,-10.3,Livré à temps,11-25%
1744,B,Ship,6,2,143,5,low,M,17,1955,1,172.29,29.29,29.29,3.91,14.46,-18.37,-10.66,Livré à temps,11-25%
1745,C,Ship,3,1,234,3,high,F,60,2596,1,585.0,351.0,351.0,5.19,49.08,-54.27,-9.28,Livré à temps,>50%
1746,F,Ship,4,5,147,2,low,M,17,1057,1,177.11,30.11,30.11,2.11,14.86,-16.97,-9.58,Livré à temps,11-25%
1747,D,Ship,5,1,226,2,low,M,18,2582,1,275.61,49.61,49.61,5.16,23.12,-28.28,-10.26,Livré à temps,11-25%
1748,F,Ship,4,5,263,2,low,M,62,2267,1,692.11,429.11,429.11,4.53,58.07,-62.6,-9.04,Livré à temps,>50%
1749,A,Ship,4,1,147,3,low,M,11,1434,1,165.17,18.17,18.17,2.87,13.86,-16.73,-10.13,Livré à temps,11-25%
1750,B,Ship,3,1,174,4,low,M,18,1072,1,212.2,38.2,38.2,2.14,17.8,-19.94,-9.4,Livré à temps,11-25%
1751,C,Ship,3,1,142,4,low,M,4,1583,1,147.92,5.92,5.92,3.17,12.41,-15.58,-10.53,Livré à temps,1-10%
1752,F,Ship,4,4,136,3,low,M,6,1900,1,144.68,8.68,8.68,3.8,12.14,-15.94,-11.02,Livré à temps,1-10%
1753,D,Ship,3,1,192,3,medium,M,35,2258,1,295.38,103.38,103.38,4.52,24.78,-29.3,-9.92,Livré à temps,26-50%
1754,F,Ship,3,2,184,5,high,F,26,3336,1,248.65,64.65,64.65,6.67,20.86,-27.53,-11.07,Livré à temps,26-50%
1755,A,Road,6,5,260,4,high,M,10,2756,1,288.89,28.89,28.89,2.76,24.24,-27.0,-9.35,Livré à temps,1-10%
1756,B,Road,5,3,160,3,high,M,25,1977,1,213.33,53.33,53.33,1.98,17.9,-19.88,-9.32,Livré à temps,11-25%
1757,C,Road,3,1,262,2,low,F,28,2940,1,363.89,101.89,101.89,2.94,30.53,-33.47,-9.2,Livré à temps,26-50%
1758,F,Road,4,3,217,3,low,M,51,3144,1,442.86,225.86,225.86,3.14,37.16,-40.3,-9.1,Livré à temps,>50%
1759,D,Road,3,2,267,5,low,F,48,2622,1,513.46,246.46,246.46,2.62,43.08,-45.7,-8.9,Livré à temps,26-50%
1760,F,Road,5,4,195,2,low,M,4,3108,1,203.12,8.12,8.12,3.11,17.04,-20.15,-9.92,Livré à temps,1-10%
1761,A,Road,4,3,152,2,medium,M,18,1537,1,185.37,33.37,33.37,1.54,15.55,-17.09,-9.22,Livré à temps,11-25%
1762,B,Road,4,5,178,3,low,F,23,1695,1,231.17,53.17,53.17,1.7,19.4,-21.1,-9.13,Livré à temps,11-25%
1763,C,Road,4,2,190,4,medium,M,61,2077,1,487.18,297.18,297.18,2.08,40.87,-42.95,-8.82,Livré à temps,>50%
1764,F,Road,3,5,286,3,medium,F,12,3817,1,325.0,39.0,39.0,3.82,27.27,-31.09,-9.57,Livré à temps,11-25%
1765,D,Road,2,1,167,2,low,M,46,1023,1,309.26,142.26,142.26,1.02,25.95,-26.97,-8.72,Livré à temps,26-50%
1766,F,Road,2,2,148,6,medium,F,63,1279,1,400.0,252.0,252.0,1.28,33.56,-34.84,-8.71,Livré à temps,>50%
1767,A,Road,4,3,218,4,low,F,50,3990,1,436.0,218.0,218.0,3.99,36.58,-40.57,-9.31,Livré à temps,26-50%
1768,B,Road,5,2,272,2,medium,F,37,2226,1,431.75,159.75,159.75,2.23,36.22,-38.45,-8.91,Livré à temps,26-50%
1769,C,Road,4,3,147,2,high,F,52,1570,1,306.25,159.25,159.25,1.57,25.69,-27.26,-8.9,Livré à temps,>50%
1770,F,Road,4,5,263,3,medium,F,32,3723,1,386.76,123.76,123.76,3.72,32.45,-36.17,-9.35,Livré à temps,26-50%
1771,D,Road,5,5,189,4,high,F,16,3564,1,225.0,36.0,36.0,3.56,18.88,-22.44,-9.97,Livré à temps,11-25%
1772,F,Road,3,3,242,3,low,F,7,3127,1,260.22,18.22,18.22,3.13,21.83,-24.96,-9.59,Livré à temps,1-10%
1773,A,Road,5,3,204,2,low,M,40,2181,1,340.0,136.0,136.0,2.18,28.53,-30.71,-9.03,Livré à temps,26-50%
1774,B,Road,3,1,229,3,medium,M,2,3963,1,233.67,4.67,4.67,3.96,19.6,-23.56,-10.08,Livré à temps,1-10%
1775,C,Road,3,5,180,2,low,M,33,1444,1,268.66,88.66,88.66,1.44,22.54,-23.98,-8.93,Livré à temps,26-50%
1776,F,Road,5,5,190,4,medium,M,12,2947,1,215.91,25.91,25.91,2.95,18.11,-21.06,-9.75,Livré à temps,11-25%
1777,D,Flight,6,1,154,5,medium,M,19,1842,1,190.12,36.12,36.12,9.21,15.95,-25.16,-13.23,Livré à temps,11-25%
1778,F,Flight,4,3,134,3,low,F,21,1955,1,169.62,35.62,35.62,9.78,14.23,-24.01,-14.16,Livré à temps,11-25%
1779,A,Flight,3,3,206,2,medium,M,62,3558,1,542.11,336.11,336.11,17.79,45.48,-63.27,-11.67,Livré à temps,>50%
1780,B,Flight,3,2,169,2,medium,M,61,1511,1,433.33,264.33,264.33,7.55,36.36,-43.91,-10.13,Livré à temps,>50%
1781,C,Flight,4,2,237,2,medium,F,6,2965,1,252.13,15.13,15.13,14.83,21.15,-35.98,-14.27,Livré à temps,1-10%
1782,F,Flight,4,4,146,2,low,M,52,1459,1,304.17,158.17,158.17,7.29,25.52,-32.81,-10.79,Livré à temps,>50%
1783,D,Flight,5,2,187,3,medium,M,11,2936,1,210.11,23.11,23.11,14.68,17.63,-32.31,-15.38,Livré à temps,11-25%
1784,F,Flight,5,4,206,3,low,M,53,2182,1,438.3,232.3,232.3,10.91,36.77,-47.68,-10.88,Livré à temps,>50%
1785,A,Flight,5,3,208,4,medium,M,10,2419,1,231.11,23.11,23.11,12.1,19.39,-31.49,-13.63,Livré à temps,1-10%
1786,B,Flight,4,2,149,4,low,M,40,1102,1,248.33,99.33,99.33,5.51,20.83,-26.34,-10.61,Livré à temps,26-50%
1787,C,Flight,6,2,148,4,low,M,56,1511,1,336.36,188.36,188.36,7.55,28.22,-35.77,-10.63,Livré à temps,>50%
1788,F,Flight,4,2,135,2,low,M,54,1011,1,293.48,158.48,158.48,5.05,24.62,-29.67,-10.11,Livré à temps,>50%
1789,D,Flight,4,1,242,3,medium,F,35,3556,1,372.31,130.31,130.31,17.78,31.24,-49.02,-13.17,Livré à temps,26-50%
1790,F,Flight,5,2,231,4,medium,M,41,2992,1,391.53,160.53,160.53,14.96,32.85,-47.81,-12.21,Livré à temps,26-50%
1791,A,Flight,6,2,205,5,medium,F,61,2018,1,525.64,320.64,320.64,10.09,44.1,-54.19,-10.31,Livré à temps,>50%
1792,B,Flight,4,4,137,2,medium,M,37,1447,1,217.46,80.46,80.46,7.24,18.24,-25.48,-11.72,Livré à temps,26-50%
1793,C,Flight,3,4,202,4,high,M,20,3655,1,252.5,50.5,50.5,18.28,21.18,-39.46,-15.63,Livré à temps,11-25%
1794,F,Flight,3,1,163,3,medium,M,59,1005,1,397.56,234.56,234.56,5.03,33.36,-38.39,-9.66,Livré à temps,>50%
1795,D,Flight,2,2,128,2,low,M,17,1824,1,154.22,26.22,26.22,9.12,12.94,-22.06,-14.3,Livré à temps,11-25%
1796,F,Flight,3,3,165,3,high,M,35,1459,1,253.85,88.85,88.85,7.29,21.3,-28.59,-11.26,Livré à temps,26-50%
1797,A,Flight,4,1,242,2,low,M,34,3966,1,366.67,124.67,124.67,19.83,30.76,-50.59,-13.8,Livré à temps,26-50%
1798,B,Flight,5,4,229,2,medium,M,9,3667,1,251.65,22.65,22.65,18.34,21.11,-39.45,-15.68,Livré à temps,1-10%
1799,C,Ship,5,1,191,3,low,M,56,3538,1,434.09,243.09,243.09,7.08,36.42,-43.5,-10.02,Livré à temps,>50%
1800,F,Ship,3,5,231,2,medium,M,49,2341,1,452.94,221.94,221.94,4.68,38.0,-42.68,-9.42,Livré à temps,26-50%
1801,D,Ship,3,1,183,3,medium,F,51,3863,1,373.47,190.47,190.47,7.73,31.33,-39.06,-10.46,Livré à temps,>50%
1802,F,Ship,3,1,195,3,high,M,5,3251,1,205.26,10.26,10.26,6.5,17.22,-23.72,-11.56,Livré à temps,1-10%
1803,A,Ship,3,5,249,2,low,F,26,2029,1,336.49,87.49,87.49,4.06,28.23,-32.29,-9.6,Livré à temps,26-50%
1804,B,Ship,3,4,151,3,low,M,16,1020,1,179.76,28.76,28.76,2.04,15.08,-17.12,-9.52,Livré à temps,11-25%
1805,C,Ship,4,1,140,2,low,M,60,1950,1,350.0,210.0,210.0,3.9,29.36,-33.26,-9.5,Livré à temps,>50%
1806,F,Ship,4,1,151,2,medium,M,6,1114,1,160.64,9.64,9.64,2.23,13.48,-15.71,-9.78,Livré à temps,1-10%
1807,D,Ship,2,5,109,3,medium,M,12,1715,1,123.86,14.86,14.86,3.43,10.39,-13.82,-11.16,Livré à temps,11-25%
1808,F,Ship,5,1,180,2,low,M,35,1204,1,276.92,96.92,96.92,2.41,23.23,-25.64,-9.26,Livré à temps,26-50%
1809,A,Ship,4,1,151,5,high,M,28,1148,1,209.72,58.72,58.72,2.3,17.6,-19.9,-9.49,Livré à temps,26-50%
1810,B,Ship,2,1,188,3,low,M,62,2106,1,494.74,306.74,306.74,4.21,41.51,-45.72,-9.24,Livré à temps,>50%
1811,C,Ship,4,2,274,2,low,M,11,3013,1,307.87,33.87,33.87,6.03,25.83,-31.86,-10.35,Livré à temps,11-25%
1812,F,Ship,3,5,187,2,medium,F,50,2598,1,374.0,187.0,187.0,5.2,31.38,-36.58,-9.78,Livré à temps,26-50%
1813,D,Ship,4,2,185,2,medium,M,4,2212,1,192.71,7.71,7.71,4.42,16.17,-20.59,-10.68,Livré à temps,1-10%
1814,F,Ship,3,4,187,2,medium,M,54,3290,1,406.52,219.52,219.52,6.58,34.11,-40.69,-10.01,Livré à temps,>50%
1815,A,Ship,5,4,260,3,low,M,43,2143,1,456.14,196.14,196.14,4.29,38.27,-42.56,-9.33,Livré à temps,26-50%
1816,B,Ship,3,3,191,3,low,M,5,2007,1,201.05,10.05,10.05,4.01,16.87,-20.88,-10.39,Livré à temps,1-10%
1817,C,Ship,3,4,203,2,low,F,15,2281,1,238.82,35.82,35.82,4.56,20.04,-24.6,-10.3,Livré à temps,11-25%
1818,F,Ship,4,1,144,4,low,F,63,1881,1,389.19,245.19,245.19,3.76,32.65,-36.41,-9.36,Livré à temps,>50%
1819,D,Ship,5,2,281,4,high,F,5,3357,1,295.79,14.79,14.79,6.71,24.82,-31.53,-10.66,Livré à temps,1-10%
1820,F,Ship,2,3,169,3,medium,M,48,1279,1,325.0,156.0,156.0,2.56,27.27,-29.83,-9.18,Livré à temps,26-50%
1821,A,Ship,4,3,201,2,medium,F,18,3461,1,245.12,44.12,44.12,6.92,20.57,-27.49,-11.21,Livré à temps,11-25%
1822,B,Ship,4,4,226,5,medium,F,12,2708,1,256.82,30.82,30.82,5.42,21.55,-26.97,-10.5,Livré à temps,11-25%
1823,C,Ship,6,3,176,5,low,F,7,1767,1,189.25,13.25,13.25,3.53,15.88,-19.41,-10.26,Livré à temps,1-10%
1824,F,Ship,3,5,228,4,medium,M,57,2243,1,530.23,302.23,302.23,4.49,44.49,-48.98,-9.24,Livré à temps,>50%
1825,D,Ship,4,5,260,3,low,F,14,2071,1,302.33,42.33,42.33,4.14,25.37,-29.51,-9.76,Livré à temps,11-25%
1826,F,Ship,4,5,268,3,low,M,17,3085,1,322.89,54.89,54.89,6.17,27.09,-33.26,-10.3,Livré à temps,11-25%
