order_id,shipment_mode,discount_pct,discount_bucket,product_cost,weight_gms,customer_rating,care_calls,product_importance,on_time,delivery_status,estimated_revenue,gross_margin,discount_impact,shipping_cost,return_loss,net_margin,net_margin_rate,return_risk_score,return_risk_level
3149,Flight,1,1-10% - Remise légère,207,5632,3,3,High,1,Livré à temps,209.0909,2.0909,2.0909,28.16,17.5412,-45.7012,-0.2186,1,Faible
3150,Flight,4,1-10% - Remise légère,134,5958,3,2,Low,0,Livré en retard,139.5833,5.5833,5.5833,29.79,11.7101,-41.5001,-0.2973,2,Moyen
3151,Flight,3,1-10% - Remise légère,238,4943,3,3,Medium,0,Livré en retard,245.3608,7.3608,7.3608,24.715,20.584,-45.299,-0.1846,1,Faible
3152,Flight,3,1-10% - Remise légère,274,4167,4,2,High,1,Livré à temps,282.4742,8.4742,8.4742,20.835,23.6976,-44.5326,-0.1577,0,Faible
3153,Flight,8,1-10% - Remise légère,237,5695,2,4,Low,0,Livré en retard,257.6087,20.6087,20.6087,28.475,21.6115,-50.0865,-0.1944,3,Moyen
3154,Flight,2,1-10% - Remise légère,153,5455,2,3,High,0,Livré en retard,156.1224,3.1224,3.1224,27.275,13.0976,-40.3726,-0.2586,3,Moyen
3155,Flight,8,1-10% - Remise légère,223,4974,1,4,Low,1,Livré à temps,242.3913,19.3913,19.3913,24.87,20.3349,-45.2049,-0.1865,1,Faible
3156,Flight,1,1-10% - Remise légère,149,5040,4,3,Low,1,Livré à temps,150.5051,1.5051,1.5051,25.2,12.6263,-37.8263,-0.2513,0,Faible
3157,Flight,7,1-10% - Remise légère,132,4013,5,3,Low,1,Livré à temps,141.9355,9.9355,9.9355,20.065,11.9074,-31.9724,-0.2253,0,Faible
3158,Flight,7,1-10% - Remise légère,246,5616,2,4,Low,0,Livré en retard,264.5161,18.5161,18.5161,28.08,22.191,-50.271,-0.19,3,Moyen
3159,Flight,4,1-10% - Remise légère,159,5547,2,4,Low,1,Livré à temps,165.625,6.625,6.625,27.735,13.8948,-41.6298,-0.2513,2,Moyen
3160,Flight,10,1-10% - Remise légère,162,5429,1,3,High,0,Livré en retard,180.0,18.0,18.0,27.145,15.1007,-42.2457,-0.2347,3,Moyen
3161,Flight,5,1-10% - Remise légère,123,4292,3,3,Medium,0,Livré en retard,129.4737,6.4737,6.4737,21.46,10.8619,-32.3219,-0.2496,1,Faible
3162,Flight,9,1-10% - Remise légère,231,5558,1,5,High,0,Livré en retard,253.8462,22.8462,22.8462,27.79,21.2959,-49.0859,-0.1934,4,Élevé
3163,Flight,9,1-10% - Remise légère,213,4862,1,3,Medium,0,Livré en retard,234.0659,21.0659,21.0659,24.31,19.6365,-43.9465,-0.1878,2,Moyen
3164,Flight,1,1-10% - Remise légère,160,5834,2,5,High,0,Livré en retard,161.6162,1.6162,1.6162,29.17,13.5584,-42.7284,-0.2644,4,Élevé
3165,Flight,5,1-10% - Remise légère,225,5060,4,4,Low,1,Livré à temps,236.8421,11.8421,11.8421,25.3,19.8694,-45.1694,-0.1907,1,Faible
3166,Flight,3,1-10% - Remise légère,178,4811,1,3,Low,0,Livré en retard,183.5052,5.5052,5.5052,24.055,15.3948,-39.4498,-0.215,2,Moyen
3167,Flight,5,1-10% - Remise légère,273,5055,1,4,Medium,0,Livré en retard,287.3684,14.3684,14.3684,25.275,24.1082,-49.3832,-0.1718,3,Moyen
3168,Flight,9,1-10% - Remise légère,129,4342,2,3,High,1,Livré à temps,141.7582,12.7582,12.7582,21.71,11.8925,-33.6025,-0.237,1,Faible
3169,Ship,9,1-10% - Remise légère,273,1198,1,3,Low,1,Livré à temps,300.0,27.0,27.0,2.396,25.1679,-27.5639,-0.0919,1,Faible
3170,Ship,8,1-10% - Remise légère,161,1247,3,6,Medium,0,Livré en retard,175.0,14.0,14.0,2.494,14.6813,-17.1753,-0.0981,2,Moyen
3171,Ship,3,1-10% - Remise légère,139,5824,5,4,Low,1,Livré à temps,143.299,4.299,4.299,11.648,12.0218,-23.6698,-0.1652,1,Faible
3172,Ship,6,1-10% - Remise légère,136,4002,2,3,High,1,Livré à temps,144.6809,8.6809,8.6809,8.004,12.1377,-20.1417,-0.1392,1,Faible
3173,Ship,1,1-10% - Remise légère,172,4201,4,4,Medium,0,Livré en retard,173.7374,1.7374,1.7374,8.402,14.5753,-22.9773,-0.1323,1,Faible
3174,Ship,7,1-10% - Remise légère,272,5927,2,4,High,0,Livré en retard,292.4731,20.4731,20.4731,11.854,24.5364,-36.3904,-0.1244,3,Moyen
3175,Ship,3,1-10% - Remise légère,207,4909,2,3,High,1,Livré à temps,213.4021,6.4021,6.4021,9.818,17.9029,-27.7209,-0.1299,1,Faible
3176,Ship,6,1-10% - Remise légère,134,4444,3,2,Low,1,Livré à temps,142.5532,8.5532,8.5532,8.888,11.9592,-20.8472,-0.1462,0,Faible
3177,Ship,3,1-10% - Remise légère,238,4388,2,3,Medium,1,Livré à temps,245.3608,7.3608,7.3608,8.776,20.584,-29.36,-0.1197,1,Faible
3178,Ship,1,1-10% - Remise légère,274,5622,1,2,High,0,Livré en retard,276.7677,2.7677,2.7677,11.244,23.2188,-34.4628,-0.1245,3,Moyen
3179,Ship,8,1-10% - Remise légère,237,5588,3,4,Low,0,Livré en retard,257.6087,20.6087,20.6087,11.176,21.6115,-32.7875,-0.1273,2,Moyen
3180,Ship,7,1-10% - Remise légère,153,5305,2,3,High,0,Livré en retard,164.5161,11.5161,11.5161,10.61,13.8017,-24.4117,-0.1484,3,Moyen
3181,Ship,7,1-10% - Remise légère,223,4026,2,4,Low,1,Livré à temps,239.7849,16.7849,16.7849,8.052,20.1163,-28.1683,-0.1175,1,Faible
3182,Ship,9,1-10% - Remise légère,149,5412,5,3,Low,0,Livré en retard,163.7363,14.7363,14.7363,10.824,13.7363,-24.5603,-0.15,2,Moyen
3183,Ship,6,1-10% - Remise légère,132,5721,3,3,Low,1,Livré à temps,140.4255,8.4255,8.4255,11.442,11.7807,-23.2227,-0.1654,1,Faible
3184,Ship,5,1-10% - Remise légère,246,4710,3,4,Low,0,Livré en retard,258.9474,12.9474,12.9474,9.42,21.7238,-31.1438,-0.1203,1,Faible
3185,Ship,4,1-10% - Remise légère,159,4666,3,4,Low,1,Livré à temps,165.625,6.625,6.625,9.332,13.8948,-23.2268,-0.1402,0,Faible
3186,Ship,10,1-10% - Remise légère,162,4842,3,3,High,0,Livré en retard,180.0,18.0,18.0,9.684,15.1007,-24.7847,-0.1377,1,Faible
3187,Ship,10,1-10% - Remise légère,123,4231,1,3,Medium,0,Livré en retard,136.6667,13.6667,13.6667,8.462,11.4654,-19.9274,-0.1458,2,Moyen
3188,Ship,6,1-10% - Remise légère,231,5755,5,5,High,0,Livré en retard,245.7447,14.7447,14.7447,11.51,20.6162,-32.1262,-0.1307,3,Moyen
3189,Ship,2,1-10% - Remise légère,213,4847,3,3,Medium,0,Livré en retard,217.3469,4.3469,4.3469,9.694,18.2339,-27.9279,-0.1285,1,Faible
3190,Ship,2,1-10% - Remise légère,160,5141,1,5,High,1,Livré à temps,163.2653,3.2653,3.2653,10.282,13.6968,-23.9788,-0.1469,3,Moyen
3191,Ship,8,1-10% - Remise légère,225,4195,3,4,Low,0,Livré en retard,244.5652,19.5652,19.5652,8.39,20.5173,-28.9073,-0.1182,1,Faible
3192,Ship,3,1-10% - Remise légère,178,5540,5,3,Low,0,Livré en retard,183.5052,5.5052,5.5052,11.08,15.3948,-26.4748,-0.1443,2,Moyen
3193,Ship,2,1-10% - Remise légère,273,4374,5,4,Medium,0,Livré en retard,278.5714,5.5714,5.5714,8.748,23.3702,-32.1182,-0.1153,1,Faible
3194,Ship,7,1-10% - Remise légère,129,5197,3,3,High,1,Livré à temps,138.7097,9.7097,9.7097,10.394,11.6368,-22.0308,-0.1588,1,Faible
3195,Ship,1,1-10% - Remise légère,273,1293,1,3,Low,0,Livré en retard,275.7576,2.7576,2.7576,2.586,23.1341,-25.7201,-0.0933,2,Moyen
3196,Ship,3,1-10% - Remise légère,161,1747,4,6,Medium,1,Livré à temps,165.9794,4.9794,4.9794,3.494,13.9245,-17.4185,-0.1049,1,Faible
3197,Ship,5,1-10% - Remise légère,206,1149,2,5,Low,0,Livré en retard,216.8421,10.8421,10.8421,2.298,18.1915,-20.4895,-0.0945,3,Moyen
3198,Ship,1,1-10% - Remise légère,296,1678,5,4,Medium,0,Livré en retard,298.9899,2.9899,2.9899,3.356,25.0831,-28.4391,-0.0951,1,Faible
3199,Ship,6,1-10% - Remise légère,249,1887,2,3,Medium,0,Livré en retard,264.8936,15.8936,15.8936,3.774,22.2227,-25.9967,-0.0981,2,Moyen
3200,Ship,6,1-10% - Remise légère,301,1931,4,4,Low,0,Livré en retard,320.2128,19.2128,19.2128,3.862,26.8636,-30.7256,-0.096,1,Faible
3201,Ship,4,1-10% - Remise légère,296,1991,3,4,Low,0,Livré en retard,308.3333,12.3333,12.3333,3.982,25.867,-29.849,-0.0968,1,Faible
3202,Ship,2,1-10% - Remise légère,205,1648,5,3,Low,0,Livré en retard,209.1837,4.1837,4.1837,3.296,17.549,-20.845,-0.0996,1,Faible
3203,Ship,9,1-10% - Remise légère,132,4355,3,3,Low,1,Livré à temps,145.0549,13.0549,13.0549,8.71,12.1691,-20.8791,-0.1439,0,Faible
3204,Ship,5,1-10% - Remise légère,223,4282,2,4,High,0,Livré en retard,234.7368,11.7368,11.7368,8.564,19.6928,-28.2568,-0.1204,2,Moyen
3205,Ship,2,1-10% - Remise légère,190,4312,1,3,Medium,0,Livré en retard,193.8776,3.8776,3.8776,8.624,16.2649,-24.8889,-0.1284,2,Moyen
3206,Ship,1,1-10% - Remise légère,194,4331,3,5,Low,0,Livré en retard,195.9596,1.9596,1.9596,8.662,16.4396,-25.1016,-0.1281,2,Moyen
3207,Ship,2,1-10% - Remise légère,176,5138,4,2,Medium,0,Livré en retard,179.5918,3.5918,3.5918,10.276,15.0665,-25.3425,-0.1411,2,Moyen
3208,Ship,8,1-10% - Remise légère,227,4388,4,6,Medium,0,Livré en retard,246.7391,19.7391,19.7391,8.776,20.6997,-29.4757,-0.1195,2,Moyen
3209,Ship,9,1-10% - Remise légère,149,5435,1,5,Low,0,Livré en retard,163.7363,14.7363,14.7363,10.87,13.7363,-24.6063,-0.1503,4,Élevé
3210,Ship,7,1-10% - Remise légère,173,5836,2,5,Low,0,Livré en retard,186.0215,13.0215,13.0215,11.672,15.6059,-27.2779,-0.1466,4,Élevé
3211,Ship,6,1-10% - Remise légère,181,5410,2,3,Low,0,Livré en retard,192.5532,11.5532,11.5532,10.82,16.1538,-26.9738,-0.1401,3,Moyen
3212,Ship,4,1-10% - Remise légère,251,4015,5,3,Low,0,Livré en retard,261.4583,10.4583,10.4583,8.03,21.9345,-29.9645,-0.1146,1,Faible
3213,Ship,2,1-10% - Remise légère,243,4909,5,4,Low,0,Livré en retard,247.9592,4.9592,4.9592,9.818,20.802,-30.62,-0.1235,1,Faible
3214,Ship,10,1-10% - Remise légère,210,4398,4,3,Low,1,Livré à temps,233.3333,23.3333,23.3333,8.796,19.575,-28.371,-0.1216,0,Faible
3215,Ship,9,1-10% - Remise légère,145,4028,2,5,Medium,0,Livré en retard,159.3407,14.3407,14.3407,8.056,13.3675,-21.4235,-0.1345,3,Moyen
3216,Ship,10,1-10% - Remise légère,196,4546,1,3,Low,0,Livré en retard,217.7778,21.7778,21.7778,9.092,18.27,-27.362,-0.1256,2,Moyen
3217,Ship,5,1-10% - Remise légère,154,5735,4,3,Medium,1,Livré à temps,162.1053,8.1053,8.1053,11.47,13.5995,-25.0695,-0.1546,1,Faible
3218,Ship,6,1-10% - Remise légère,164,4432,1,4,Low,1,Livré à temps,174.4681,10.4681,10.4681,8.864,14.6366,-23.5006,-0.1347,1,Faible
3219,Ship,1,1-10% - Remise légère,210,4379,2,4,Medium,1,Livré à temps,212.1212,2.1212,2.1212,8.758,17.7955,-26.5535,-0.1252,1,Faible
3220,Ship,7,1-10% - Remise légère,212,5219,3,5,Low,0,Livré en retard,227.957,15.957,15.957,10.438,19.124,-29.562,-0.1297,3,Moyen
3221,Ship,9,1-10% - Remise légère,263,4868,1,3,Medium,1,Livré à temps,289.011,26.011,26.011,9.736,24.246,-33.982,-0.1176,1,Faible
3222,Ship,3,1-10% - Remise légère,155,5481,4,3,Low,1,Livré à temps,159.7938,4.7938,4.7938,10.962,13.4056,-24.3676,-0.1525,1,Faible
3223,Ship,9,1-10% - Remise légère,223,4211,4,3,Low,0,Livré en retard,245.0549,22.0549,22.0549,8.422,20.5584,-28.9804,-0.1183,1,Faible
3224,Ship,3,1-10% - Remise légère,269,4489,4,5,Low,0,Livré en retard,277.3196,8.3196,8.3196,8.978,23.2651,-32.2431,-0.1163,2,Moyen
3225,Ship,6,1-10% - Remise légère,117,4046,4,3,Low,0,Livré en retard,124.4681,7.4681,7.4681,8.092,10.442,-18.534,-0.1489,1,Faible
3226,Ship,3,1-10% - Remise légère,151,4105,4,4,Low,1,Livré à temps,155.6701,4.6701,4.6701,8.21,13.0596,-21.2696,-0.1366,0,Faible
3227,Ship,4,1-10% - Remise légère,271,4743,2,4,Medium,1,Livré à temps,282.2917,11.2917,11.2917,9.486,23.6823,-33.1683,-0.1175,1,Faible
3228,Ship,10,1-10% - Remise légère,205,5714,3,3,Low,0,Livré en retard,227.7778,22.7778,22.7778,11.428,19.1089,-30.5369,-0.1341,2,Moyen
3229,Ship,9,1-10% - Remise légère,210,5431,3,5,Medium,1,Livré à temps,230.7692,20.7692,20.7692,10.862,19.3599,-30.2219,-0.131,2,Moyen
3230,Ship,8,1-10% - Remise légère,133,4277,1,4,Medium,0,Livré en retard,144.5652,11.5652,11.5652,8.554,12.128,-20.682,-0.1431,2,Moyen
3231,Ship,5,1-10% - Remise légère,215,5195,2,5,Medium,1,Livré à temps,226.3158,11.3158,11.3158,10.39,18.9863,-29.3763,-0.1298,3,Moyen
3232,Ship,2,1-10% - Remise légère,140,4691,3,2,Low,0,Livré en retard,142.8571,2.8571,2.8571,9.382,11.9847,-21.3667,-0.1496,1,Faible
3233,Ship,8,1-10% - Remise légère,255,5955,3,3,Low,1,Livré à temps,277.1739,22.1739,22.1739,11.91,23.2529,-35.1629,-0.1269,1,Faible
3234,Ship,5,1-10% - Remise légère,159,4190,5,2,Low,0,Livré en retard,167.3684,8.3684,8.3684,8.38,14.041,-22.421,-0.134,1,Faible
3235,Ship,8,1-10% - Remise légère,169,5352,3,5,Low,1,Livré à temps,183.6957,14.6957,14.6957,10.704,15.4108,-26.1148,-0.1422,2,Moyen
3236,Ship,2,1-10% - Remise légère,182,4554,4,5,Medium,1,Livré à temps,185.7143,3.7143,3.7143,9.108,15.5801,-24.6881,-0.1329,1,Faible
3237,Ship,10,1-10% - Remise légère,231,4406,5,2,Low,1,Livré à temps,256.6667,25.6667,25.6667,8.812,21.5325,-30.3445,-0.1182,0,Faible
3238,Ship,6,1-10% - Remise légère,177,4445,4,3,Low,0,Livré en retard,188.2979,11.2979,11.2979,8.89,15.7969,-24.6869,-0.1311,1,Faible
3239,Ship,3,1-10% - Remise légère,250,5055,3,4,Medium,1,Livré à temps,257.732,7.732,7.732,10.11,21.6219,-31.7319,-0.1231,1,Faible
3240,Ship,4,1-10% - Remise légère,145,5122,2,4,Medium,1,Livré à temps,151.0417,6.0417,6.0417,10.244,12.6713,-22.9153,-0.1517,2,Moyen
3241,Ship,2,1-10% - Remise légère,117,4268,5,2,High,1,Livré à temps,119.3878,2.3878,2.3878,8.536,10.0158,-18.5518,-0.1554,0,Faible
3242,Ship,5,1-10% - Remise légère,170,4716,4,3,Low,1,Livré à temps,178.9474,8.9474,8.9474,9.432,15.0124,-24.4444,-0.1366,0,Faible
3243,Ship,9,1-10% - Remise légère,173,5382,4,4,High,1,Livré à temps,190.1099,17.1099,17.1099,10.764,15.9489,-26.7129,-0.1405,1,Faible
3244,Ship,8,1-10% - Remise légère,232,4658,2,4,Medium,1,Livré à temps,252.1739,20.1739,20.1739,9.316,21.1556,-30.4716,-0.1208,1,Faible
3245,Ship,4,1-10% - Remise légère,231,5510,2,3,Medium,0,Livré en retard,240.625,9.625,9.625,11.02,20.1867,-31.2067,-0.1297,3,Moyen
3246,Ship,2,1-10% - Remise légère,136,4524,4,3,Medium,1,Livré à temps,138.7755,2.7755,2.7755,9.048,11.6423,-20.6903,-0.1491,0,Faible
3247,Ship,5,1-10% - Remise légère,189,4496,1,4,Medium,1,Livré à temps,198.9474,9.9474,9.9474,8.992,16.6903,-25.6823,-0.1291,1,Faible
3248,Ship,7,1-10% - Remise légère,222,5340,4,5,Low,0,Livré en retard,238.7097,16.7097,16.7097,10.68,20.026,-30.706,-0.1286,3,Moyen
3249,Ship,7,1-10% - Remise légère,148,5034,3,4,High,1,Livré à temps,159.1398,11.1398,11.1398,10.068,13.3507,-23.4187,-0.1472,0,Faible
3250,Ship,7,1-10% - Remise légère,265,5464,2,5,Medium,1,Livré à temps,284.9462,19.9462,19.9462,10.928,23.905,-34.833,-0.1222,3,Moyen
3251,Ship,3,1-10% - Remise légère,181,5877,1,4,Low,0,Livré en retard,186.5979,5.5979,5.5979,11.754,15.6542,-27.4082,-0.1469,3,Moyen
3252,Ship,4,1-10% - Remise légère,189,5898,5,6,High,1,Livré à temps,196.875,7.875,7.875,11.796,16.5164,-28.3124,-0.1438,2,Moyen
3253,Ship,6,1-10% - Remise légère,160,4808,2,3,Medium,1,Livré à temps,170.2128,10.2128,10.2128,9.616,14.2796,-23.8956,-0.1404,1,Faible
3254,Ship,10,1-10% - Remise légère,235,4186,3,3,Medium,0,Livré en retard,261.1111,26.1111,26.1111,8.372,21.9054,-30.2774,-0.116,1,Faible
3255,Ship,4,1-10% - Remise légère,100,4191,4,3,Medium,0,Livré en retard,104.1667,4.1667,4.1667,8.382,8.7388,-17.1208,-0.1644,1,Faible
3256,Ship,7,1-10% - Remise légère,135,5765,5,5,Medium,1,Livré à temps,145.1613,10.1613,10.1613,11.53,12.178,-23.708,-0.1633,2,Moyen
3257,Ship,6,1-10% - Remise légère,137,4883,2,5,Low,0,Livré en retard,145.7447,8.7447,8.7447,9.766,12.2269,-21.9929,-0.1509,3,Moyen
3258,Ship,9,1-10% - Remise légère,222,5337,2,4,High,0,Livré en retard,243.956,21.956,21.956,10.674,20.4662,-31.1402,-0.1276,3,Moyen
3259,Ship,10,1-10% - Remise légère,246,4078,1,5,Medium,1,Livré à temps,273.3333,27.3333,27.3333,8.156,22.9307,-31.0867,-0.1137,2,Moyen
3260,Ship,8,1-10% - Remise légère,202,5486,3,3,Medium,1,Livré à temps,219.5652,17.5652,17.5652,10.972,18.42,-29.392,-0.1339,1,Faible
3261,Ship,1,1-10% - Remise légère,273,5043,5,4,Low,1,Livré à temps,275.7576,2.7576,2.7576,10.086,23.1341,-33.2201,-0.1205,0,Faible
3262,Road,9,1-10% - Remise légère,248,5881,1,5,Low,1,Livré à temps,272.5275,24.5275,24.5275,5.881,22.8631,-28.7441,-0.1055,3,Moyen
3263,Road,5,1-10% - Remise légère,199,4194,4,4,Medium,0,Livré en retard,209.4737,10.4737,10.4737,4.194,17.5734,-21.7674,-0.1039,1,Faible
3264,Road,7,1-10% - Remise légère,209,4104,3,4,Medium,1,Livré à temps,224.7312,15.7312,15.7312,4.104,18.8534,-22.9574,-0.1022,0,Faible
3265,Road,2,1-10% - Remise légère,216,4905,5,4,Low,0,Livré en retard,220.4082,4.4082,4.4082,4.905,18.4907,-23.3957,-0.1061,1,Faible
3266,Road,2,1-10% - Remise légère,227,4318,2,4,Low,1,Livré à temps,231.6327,4.6327,4.6327,4.318,19.4323,-23.7503,-0.1025,1,Faible
3267,Road,4,1-10% - Remise légère,216,4416,1,3,Medium,0,Livré en retard,225.0,9.0,9.0,4.416,18.8759,-23.2919,-0.1035,2,Moyen
3268,Road,1,1-10% - Remise légère,242,5892,3,2,Medium,1,Livré à temps,244.4444,2.4444,2.4444,5.892,20.5072,-26.3992,-0.108,1,Faible
3269,Road,8,1-10% - Remise légère,217,4949,4,5,Medium,1,Livré à temps,235.8696,18.8696,18.8696,4.949,19.7878,-24.7368,-0.1049,1,Faible
3270,Road,9,1-10% - Remise légère,160,4613,2,2,Medium,0,Livré en retard,175.8242,15.8242,15.8242,4.613,14.7504,-19.3634,-0.1101,2,Moyen
3271,Road,4,1-10% - Remise légère,141,5257,3,5,Medium,0,Livré en retard,146.875,5.875,5.875,5.257,12.3218,-17.5788,-0.1197,3,Moyen
3272,Road,5,1-10% - Remise légère,263,4595,4,5,Medium,0,Livré en retard,276.8421,13.8421,13.8421,4.595,23.2251,-27.8201,-0.1005,2,Moyen
3273,Road,7,1-10% - Remise légère,171,5359,4,5,Low,1,Livré à temps,183.871,12.871,12.871,5.359,15.4255,-20.7845,-0.113,2,Moyen
3274,Road,4,1-10% - Remise légère,195,4864,5,3,Low,0,Livré en retard,203.125,8.125,8.125,4.864,17.0407,-21.9047,-0.1078,1,Faible
3275,Road,4,1-10% - Remise légère,237,5561,5,3,Low,1,Livré à temps,246.875,9.875,9.875,5.561,20.7111,-26.2721,-0.1064,1,Faible
3276,Road,4,1-10% - Remise légère,241,5693,5,2,Low,1,Livré à temps,251.0417,10.0417,10.0417,5.693,21.0606,-26.7536,-0.1066,1,Faible
3277,Road,9,1-10% - Remise légère,134,4230,4,3,Medium,1,Livré à temps,147.2527,13.2527,13.2527,4.23,12.3535,-16.5835,-0.1126,0,Faible
3278,Road,5,1-10% - Remise légère,156,5398,5,5,Low,1,Livré à temps,164.2105,8.2105,8.2105,5.398,13.7761,-19.1741,-0.1168,2,Moyen
3279,Road,6,1-10% - Remise légère,211,6000,4,3,Low,0,Livré en retard,224.4681,13.4681,13.4681,6.0,18.8313,-24.8313,-0.1106,2,Moyen
3280,Road,5,1-10% - Remise légère,243,4769,2,3,Low,0,Livré en retard,255.7895,12.7895,12.7895,4.769,21.4589,-26.2279,-0.1025,2,Moyen
3281,Road,7,1-10% - Remise légère,196,4116,3,4,Medium,1,Livré à temps,210.7527,14.7527,14.7527,4.116,17.6807,-21.7967,-0.1034,0,Faible
3282,Road,7,1-10% - Remise légère,242,4960,3,3,Medium,0,Livré en retard,260.2151,18.2151,18.2151,4.96,21.8302,-26.7902,-0.103,1,Faible
3283,Road,3,1-10% - Remise légère,175,4449,4,3,Low,0,Livré en retard,180.4124,5.4124,5.4124,4.449,15.1353,-19.5843,-0.1086,1,Faible
3284,Flight,1,1-10% - Remise légère,155,5154,2,2,Low,0,Livré en retard,156.5657,1.5657,1.5657,25.77,13.1347,-38.9047,-0.2485,3,Moyen
3285,Flight,9,1-10% - Remise légère,200,4808,1,4,Low,1,Livré à temps,219.7802,19.7802,19.7802,24.04,18.438,-42.478,-0.1933,1,Faible
3286,Flight,4,1-10% - Remise légère,191,4586,3,3,Low,0,Livré en retard,198.9583,7.9583,7.9583,22.93,16.6912,-39.6212,-0.1991,1,Faible
3287,Flight,6,1-10% - Remise légère,221,5895,5,4,Low,0,Livré en retard,235.1064,14.1064,14.1064,29.475,19.7238,-49.1988,-0.2093,2,Moyen
3288,Flight,9,1-10% - Remise légère,135,4511,1,3,Low,0,Livré en retard,148.3516,13.3516,13.3516,22.555,12.4456,-35.0006,-0.2359,2,Moyen
3289,Flight,7,1-10% - Remise légère,152,5943,2,3,Medium,1,Livré à temps,163.4409,11.4409,11.4409,29.715,13.7115,-43.4265,-0.2657,2,Moyen
3290,Flight,7,1-10% - Remise légère,172,4649,5,2,Low,0,Livré en retard,184.9462,12.9462,12.9462,23.245,15.5157,-38.7607,-0.2096,1,Faible
3291,Flight,2,1-10% - Remise légère,253,5643,2,5,High,1,Livré à temps,258.1633,5.1633,5.1633,28.215,21.6581,-49.8731,-0.1932,3,Moyen
3292,Flight,10,1-10% - Remise légère,270,5360,1,5,High,0,Livré en retard,300.0,30.0,30.0,26.8,25.1679,-51.9679,-0.1732,4,Élevé
3293,Flight,3,1-10% - Remise légère,139,5041,4,2,High,0,Livré en retard,143.299,4.299,4.299,25.205,12.0218,-37.2268,-0.2598,1,Faible
3294,Flight,9,1-10% - Remise légère,257,5088,2,5,Medium,0,Livré en retard,282.4176,25.4176,25.4176,25.44,23.6928,-49.1328,-0.174,4,Élevé
3295,Flight,5,1-10% - Remise légère,155,4283,1,4,Low,1,Livré à temps,163.1579,8.1579,8.1579,21.415,13.6878,-35.1028,-0.2151,1,Faible
3296,Flight,5,1-10% - Remise légère,125,4933,5,3,Low,1,Livré à temps,131.5789,6.5789,6.5789,24.665,11.0385,-35.7035,-0.2713,0,Faible
3297,Flight,7,1-10% - Remise légère,233,4597,4,5,Low,1,Livré à temps,250.5376,17.5376,17.5376,22.985,21.0183,-44.0033,-0.1756,1,Faible
3298,Flight,6,1-10% - Remise légère,205,4989,3,3,Medium,1,Livré à temps,218.0851,13.0851,13.0851,24.945,18.2958,-43.2408,-0.1983,0,Faible
3299,Flight,4,1-10% - Remise légère,243,4420,4,5,Medium,1,Livré à temps,253.125,10.125,10.125,22.1,21.2354,-43.3354,-0.1712,1,Faible
3300,Flight,10,1-10% - Remise légère,208,4919,4,4,Low,0,Livré en retard,231.1111,23.1111,23.1111,24.595,19.3886,-43.9836,-0.1903,1,Faible
3301,Flight,6,1-10% - Remise légère,230,4392,1,3,Medium,0,Livré en retard,244.6809,14.6809,14.6809,21.96,20.527,-42.487,-0.1736,2,Moyen
3302,Flight,5,1-10% - Remise légère,205,4949,5,4,Medium,1,Livré à temps,215.7895,10.7895,10.7895,24.745,18.1032,-42.8482,-0.1986,0,Faible
3303,Flight,2,1-10% - Remise légère,170,5664,4,3,Low,0,Livré en retard,173.4694,3.4694,3.4694,28.32,14.5528,-42.8728,-0.2471,2,Moyen
3304,Flight,5,1-10% - Remise légère,222,4268,2,4,Medium,0,Livré en retard,233.6842,11.6842,11.6842,21.34,19.6044,-40.9444,-0.1752,2,Moyen
3305,Flight,3,1-10% - Remise légère,186,4213,4,5,Low,0,Livré en retard,191.7526,5.7526,5.7526,21.065,16.0867,-37.1517,-0.1937,2,Moyen
3306,Ship,8,1-10% - Remise légère,208,5218,1,5,Low,0,Livré en retard,226.087,18.087,18.087,10.436,18.9671,-29.4031,-0.1301,4,Élevé
3307,Ship,9,1-10% - Remise légère,223,5897,3,4,Medium,0,Livré en retard,245.0549,22.0549,22.0549,11.794,20.5584,-32.3524,-0.132,2,Moyen
3308,Ship,8,1-10% - Remise légère,154,4006,3,5,Medium,0,Livré en retard,167.3913,13.3913,13.3913,8.012,14.0429,-22.0549,-0.1318,2,Moyen
3309,Ship,10,1-10% - Remise légère,235,4011,3,5,Medium,0,Livré en retard,261.1111,26.1111,26.1111,8.022,21.9054,-29.9274,-0.1146,2,Moyen
3310,Ship,1,1-10% - Remise légère,271,4137,3,4,Medium,0,Livré en retard,273.7374,2.7374,2.7374,8.274,22.9646,-31.2386,-0.1141,1,Faible
3311,Ship,2,1-10% - Remise légère,250,5206,5,4,Low,0,Livré en retard,255.102,5.102,5.102,10.412,21.4012,-31.8132,-0.1247,2,Moyen
3312,Ship,4,1-10% - Remise légère,206,5159,2,4,Medium,0,Livré en retard,214.5833,8.5833,8.5833,10.318,18.002,-28.32,-0.132,3,Moyen
3313,Ship,10,1-10% - Remise légère,153,5121,1,3,Low,1,Livré à temps,170.0,17.0,17.0,10.242,14.2618,-24.5038,-0.1441,2,Moyen
3314,Ship,6,1-10% - Remise légère,212,4117,4,4,Medium,1,Livré à temps,225.5319,13.5319,13.5319,8.234,18.9205,-27.1545,-0.1204,0,Faible
3315,Ship,6,1-10% - Remise légère,168,5686,4,6,High,0,Livré en retard,178.7234,10.7234,10.7234,11.372,14.9936,-26.3656,-0.1475,3,Moyen
