StockCode,description,abc_class,bcg_quadrant,quantity_sold,total_revenue,avg_unit_price,suggested_price,elasticity,elasticity_profile,return_rate_qty,peak_month,pricing_action,estimated_gain_5pct
21770,OPEN CLOSED METAL SIGN,A,Étoile,1186.5,5909.925,5.345886889460155,5.345886889460155,,Non calculable,0.0050568900126422255,2011-09,Mettre en avant et sécuriser le stock,0.0
84991,60 TEATIME FAIRY CAKE CASES,A,Vache à lait,10468.5,5889.95,0.689585308056872,0.689585308056872,-4.335588483389497,Élastique,0.01432870038687491,2011-03,Surveiller sans action urgente,0.0
21210,SET OF 72 RETROSPOT PAPER  DOILIES,A,Étoile,3925.5,5869.464999999999,1.7856512141280352,1.7856512141280352,,Non calculable,0.03388103426315119,2011-11,Mettre en avant et sécuriser le stock,0.0
22663,JUMBO BAG DOLLY GIRL DESIGN,A,Étoile,2712.5,5834.78,2.5757427937915747,2.5757427937915747,,Non calculable,0.004055299539170507,2011-09,Mettre en avant et sécuriser le stock,0.0
84970S,HANGING HEART ZINC T-LIGHT HOLDER,A,Vache à lait,6315.5,5824.855,1.141173184357542,1.141173184357542,,Non calculable,0.003958514765260075,2011-05,Surveiller sans action urgente,0.0
23109,PACK OF SIX LED TEA LIGHTS,A,Étoile,1985.5,5812.575,3.264963235294118,3.264963235294118,,Non calculable,0.04835054142533367,2011-11,Mettre en avant et sécuriser le stock,0.0
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,A,Étoile,4517.0,5803.8150000000005,1.471534090909091,1.471534090909091,,Non calculable,0.007084348018596413,2011-09,Mettre en avant et sécuriser le stock,0.0
21935,SUKI  SHOULDER BAG,A,Étoile,3047.5,5786.605,2.336911487758945,2.336911487758945,,Non calculable,0.00032813781788351107,2011-11,Mettre en avant et sécuriser le stock,0.0
22840,ROUND CAKE TIN VINTAGE RED,A,Vache à lait,763.0,5737.400000000001,7.896789667896679,7.896789667896679,,Non calculable,0.02621231979030144,2011-09,Surveiller sans action urgente,0.0
22413,METAL SIGN TAKE IT OR LEAVE IT ,A,Étoile,1870.5,5714.540000000001,3.3484375,3.3484375,,Non calculable,0.009623095429029671,2011-07,Mettre en avant et sécuriser le stock,0.0
22988,SOLDIERS EGG CUP ,A,Étoile,4412.5,5693.87,1.4978199052132701,1.4978199052132701,,Non calculable,0.02538243626062323,2010-12,Mettre en avant et sécuriser le stock,0.0
22947,WOODEN ADVENT CALENDAR RED,A,Étoile,696.5,5680.175,8.176277372262772,8.176277372262772,,Non calculable,0.007178750897343862,2011-11,Mettre en avant et sécuriser le stock,0.0
22952,60 CAKE CASES VINTAGE CHRISTMAS,A,Étoile,8946.0,5677.065,0.7646761453396524,0.7646761453396524,0.08630952380952389,Atypique / complémentaire,0.034875922199865864,2011-11,Mettre en avant et sécuriser le stock,0.0
21259,VICTORIAN SEWING BOX SMALL ,A,Vache à lait,976.5,5667.025,6.3292982456140345,6.3292982456140345,,Non calculable,0.01228878648233487,2010-12,Surveiller sans action urgente,0.0
22147,FELTCRAFT BUTTERFLY HEARTS,A,Étoile,3863.5,5665.615,1.6384444444444444,1.6384444444444444,,Non calculable,0.2269962469263621,2011-10,Vérifier qualité / description avant promotion,0.0
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,A,Étoile,3948.5,5643.98,1.6896626506024097,1.6896626506024097,,Non calculable,0.0149423831834874,2011-08,Mettre en avant et sécuriser le stock,0.0
21035,SET/2 RED RETROSPOT TEA TOWELS ,A,Vache à lait,1541.0,5627.35,4.550554156171285,4.550554156171285,,Non calculable,0.12978585334198572,2011-03,Surveiller sans action urgente,0.0
22767,TRIPLE PHOTO FRAME CORNICE ,A,Étoile,674.5,5622.54,8.434128440366973,8.434128440366973,,Non calculable,0.05189028910303929,2011-09,Mettre en avant et sécuriser le stock,0.0
22968,ROSE COTTAGE KEEPSAKE BOX ,A,Vache à lait,664.0,5610.8,8.45,8.45,,Non calculable,0.030120481927710843,2010-12,Surveiller sans action urgente,0.0
20718,RED RETROSPOT SHOPPER BAG,A,Étoile,3824.5,5583.52,1.7783737024221455,1.7783737024221455,,Non calculable,0.006275330108510916,2011-11,Mettre en avant et sécuriser le stock,0.0
22141,CHRISTMAS CRAFT TREE TOP ANGEL,A,Étoile,2419.5,5571.59,2.6021551724137932,2.6021551724137932,,Non calculable,0.0033064682785699526,2011-11,Mettre en avant et sécuriser le stock,0.0
21888,BINGO SET,A,Étoile,1374.5,5554.655,4.72473544973545,4.72473544973545,,Non calculable,0.005092761004001455,2011-11,Mettre en avant et sécuriser le stock,0.0
85014A,BLACK/BLUE POLKADOT UMBRELLA,A,Étoile,959.0,5550.55,6.137050359712231,6.137050359712231,,Non calculable,0.006256517205422315,2011-07,Mettre en avant et sécuriser le stock,0.0
23229,VINTAGE DONKEY TAIL GAME ,A,Vache à lait,1485.0,5537.355,4.2430078125,4.2430078125,,Non calculable,0.007407407407407408,2011-11,Surveiller sans action urgente,0.0
21165,BEWARE OF THE CAT METAL SIGN ,A,Étoile,3191.0,5535.75,2.156901098901099,2.156901098901099,,Non calculable,0.003760576621748668,2011-08,Mettre en avant et sécuriser le stock,0.0
23254,CHILDRENS CUTLERY DOLLY GIRL ,A,Étoile,1334.0,5516.360000000001,4.267142857142858,4.267142857142858,,Non calculable,0.014992503748125937,2011-05,Mettre en avant et sécuriser le stock,0.0
22668,PINK BABY BUNTING,A,Vache à lait,1723.5,5511.845,4.122405797101449,4.122405797101449,,Non calculable,0.034812880765883375,2011-02,Surveiller sans action urgente,0.0
22846,BREAD BIN DINER STYLE RED ,A,Vache à lait,650.0,5489.049999999999,8.437589928057553,8.437589928057553,,Non calculable,0.038461538461538464,2011-05,Surveiller sans action urgente,0.0
23247,BISCUIT TIN 50'S CHRISTMAS,A,Vache à lait,1791.0,5457.83,3.2880906148867313,3.2880906148867313,,Non calculable,0.02568397543271915,2011-10,Surveiller sans action urgente,0.0
21169,YOU'RE CONFUSING ME METAL SIGN ,A,Étoile,3136.5,5446.885,2.245964912280702,2.245964912280702,,Non calculable,0.005738880918220947,2011-11,Mettre en avant et sécuriser le stock,0.0
22303,COFFEE MUG APPLES DESIGN,A,Vache à lait,2198.0,5432.505,2.7623664122137406,2.7623664122137406,,Non calculable,0.03366696997270246,2011-03,Surveiller sans action urgente,0.0
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,A,Étoile,5956.0,5418.1449999999995,0.9908974358974358,0.9908974358974358,,Non calculable,0.04348556077904634,2011-11,Mettre en avant et sécuriser le stock,0.0
23236,STORAGE TIN VINTAGE DOILY ,A,Vache à lait,1864.5,5414.005,3.2796969696969698,3.2796969696969698,,Non calculable,0.017699115044247787,2011-06,Surveiller sans action urgente,0.0
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,A,Vache à lait,1335.0,5412.6,4.660950226244344,4.660950226244344,,Non calculable,0.012734082397003745,2011-11,Surveiller sans action urgente,0.0
23052,RECYCLED ACAPULCO MAT TURQUOISE,A,Vache à lait,654.0,5393.1,8.283812949640287,8.283812949640287,,Non calculable,0.0015290519877675841,2011-05,Surveiller sans action urgente,0.0
22620,4 TRADITIONAL SPINNING TOPS,A,Étoile,3651.0,5374.4349999999995,1.6602857142857141,1.6602857142857141,,Non calculable,0.0005477951246233908,2011-11,Mettre en avant et sécuriser le stock,0.0
22294,HEART FILIGREE DOVE  SMALL,A,Vache à lait,4230.0,5369.94,1.453355048859935,1.453355048859935,,Non calculable,0.008037825059101654,2011-04,Surveiller sans action urgente,0.0
21213,PACK OF 72 SKULL CAKE CASES,A,Étoile,8137.0,5369.83,0.797123695976155,0.797123695976155,0.24368447179054162,Atypique / complémentaire,0.005898979968047192,2011-10,Mettre en avant et sécuriser le stock,0.0
23126,FELTCRAFT GIRL AMELIE KIT,A,Étoile,1086.0,5368.2,5.205631399317406,5.205631399317406,,Non calculable,0.014732965009208104,2011-11,Mettre en avant et sécuriser le stock,0.0
23118,PARISIENNE JEWELLERY DRAWER ,A,Étoile,734.0,5367.145,7.583023255813954,7.583023255813954,,Non calculable,0.0326975476839237,2011-10,Mettre en avant et sécuriser le stock,0.0
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,A,Vache à lait,4914.0,5360.135,1.3050436681222708,1.3050436681222708,,Non calculable,0.002442002442002442,2011-04,Surveiller sans action urgente,0.0
48116,DOORMAT MULTICOLOUR STRIPE,A,Vache à lait,772.5,5356.54,7.8833830845771145,7.8833830845771145,,Non calculable,0.003883495145631068,2010-12,Surveiller sans action urgente,0.0
22631,CIRCUS PARADE LUNCH BOX ,A,Étoile,2562.5,5350.295,2.614900497512438,2.614900497512438,,Non calculable,0.012878048780487804,2011-06,Mettre en avant et sécuriser le stock,0.0
84988,SET OF 72 PINK HEART PAPER DOILIES,A,Vache à lait,3286.5,5333.025,2.1471037181996087,2.1471037181996087,,Non calculable,0.003955575840559866,2011-01,Surveiller sans action urgente,0.0
22150,3 STRIPEY MICE FELTCRAFT,A,Étoile,2669.5,5325.615,2.2756779661016946,2.2756779661016946,,Non calculable,0.004120621839295748,2011-11,Mettre en avant et sécuriser le stock,0.0
22834,HAND WARMER BABUSHKA DESIGN,A,Vache à lait,3216.0,5324.08,2.229490616621984,2.229490616621984,,Non calculable,0.06312189054726368,2010-12,Surveiller sans action urgente,0.0
22837,HOT WATER BOTTLE BABUSHKA ,A,Vache à lait,1105.5,5307.975,5.400537634408602,5.400537634408602,,Non calculable,0.03346901854364541,2010-12,Surveiller sans action urgente,0.0
22635,CHILDS BREAKFAST SET DOLLY GIRL ,A,Étoile,626.5,5293.925,8.45,8.45,,Non calculable,0.1340782122905028,2011-08,Mettre en avant et sécuriser le stock,0.0
23172,REGENCY TEA PLATE PINK,A,Étoile,3130.5,5282.185,2.06783606557377,2.06783606557377,,Non calculable,0.03258265452803066,2011-05,Mettre en avant et sécuriser le stock,0.0
21670,BLUE SPOT CERAMIC DRAWER KNOB,A,Étoile,3585.5,5255.54,1.709493333333333,1.709493333333333,,Non calculable,0.019244177938920654,2011-09,Mettre en avant et sécuriser le stock,0.0
22381,TOY TIDY PINK POLKADOT,A,Vache à lait,2257.5,5247.59,3.0202536997885834,3.0202536997885834,,Non calculable,0.011960132890365448,2011-02,Surveiller sans action urgente,0.0
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,A,Étoile,5901.0,5246.205,0.9520170454545455,0.9520170454545455,,Non calculable,0.01728520589730554,2011-11,Mettre en avant et sécuriser le stock,0.0
23480,MINI LIGHTS WOODLAND MUSHROOMS,A,Vache à lait,1350.5,5245.255,4.428761467889909,4.428761467889909,,Non calculable,0.014809329877823029,2011-11,Surveiller sans action urgente,0.0
21122,SET/10 PINK POLKADOT PARTY CANDLES,A,Étoile,4170.0,5242.01,1.373,1.373,,Non calculable,0.011750599520383693,2011-06,Mettre en avant et sécuriser le stock,0.0
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,A,Vache à lait,3583.0,5197.3,1.6842276422764229,1.6842276422764229,,Non calculable,0.028746860173039353,2011-06,Surveiller sans action urgente,0.0
22273,FELTCRAFT DOLL MOLLY,A,Étoile,1759.5,5163.240000000001,3.2667267267267266,3.2667267267267266,,Non calculable,0.8223927252060245,2011-10,Vérifier qualité / description avant promotion,0.0
22585,PACK OF 6 BIRDY GIFT TAGS,A,Étoile,4010.5,5141.3,1.4756511056511057,1.4756511056511057,,Non calculable,0.01122054606657524,2011-10,Mettre en avant et sécuriser le stock,0.0
21671,RED SPOT CERAMIC DRAWER KNOB,A,Étoile,3553.0,5135.89,1.7286216216216217,1.7286216216216217,,Non calculable,0.0427807486631016,2011-11,Mettre en avant et sécuriser le stock,0.0
23582,VINTAGE DOILY JUMBO BAG RED ,A,Vache à lait,2396.5,5133.37,2.2147709923664123,2.2147709923664123,,Non calculable,0.05049029835176299,2011-11,Surveiller sans action urgente,0.0
72741,GRAND CHOCOLATECANDLE,A,Étoile,3505.5,5112.375,1.5990443686006826,1.5990443686006826,,Non calculable,0.007131650263871059,2011-11,Mettre en avant et sécuriser le stock,0.0
48111,DOORMAT 3 SMILEY CATS,A,Vache à lait,700.5,5105.93,7.9555982905982905,7.9555982905982905,,Non calculable,0.0028551034975017845,2010-12,Surveiller sans action urgente,0.0
47591D,PINK FAIRY CAKE CHILDRENS APRON,A,Étoile,2633.0,5105.349999999999,2.157881548974943,2.157881548974943,,Non calculable,0.0007595898214963919,2011-11,Mettre en avant et sécuriser le stock,0.0
23312,VINTAGE CHRISTMAS GIFT SACK,A,Vache à lait,1201.0,5104.650000000001,4.445412844036698,4.445412844036698,,Non calculable,0.0008326394671107411,2011-11,Surveiller sans action urgente,0.0
48173C,DOORMAT BLACK FLOCK ,A,Étoile,757.5,5104.18,7.787340425531915,7.787340425531915,,Non calculable,0.005280528052805281,2011-11,Mettre en avant et sécuriser le stock,0.0
23188,VINTAGE  2 METRE FOLDING RULER,A,Vache à lait,2910.5,5086.045,1.934985163204748,1.934985163204748,,Non calculable,0.004810170073870469,2011-11,Surveiller sans action urgente,0.0
20969,RED FLORAL FELTCRAFT SHOULDER BAG,A,Étoile,1324.0,5073.39,4.268562091503268,4.268562091503268,,Non calculable,0.1095166163141994,2011-10,Mettre en avant et sécuriser le stock,0.0
22464,HANGING METAL HEART LANTERN,A,Étoile,3030.0,5067.01,1.9432294617563741,1.9432294617563741,,Non calculable,0.04026402640264026,2011-05,Mettre en avant et sécuriser le stock,0.0
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,A,Étoile,1013.5,5048.325,5.713636363636364,5.713636363636364,,Non calculable,0.027627035027133696,2011-10,Mettre en avant et sécuriser le stock,0.0
22978,PANTRY ROLLING PIN,A,Vache à lait,1319.5,5037.215,4.3442436974789915,4.3442436974789915,,Non calculable,0.05683971201212581,2011-03,Surveiller sans action urgente,0.0
22488,NATURAL SLATE RECTANGLE CHALKBOARD,A,Étoile,2806.5,5010.3550000000005,2.071558752997602,2.071558752997602,,Non calculable,0.012471049349723855,2011-10,Mettre en avant et sécuriser le stock,0.0
21891,TRADITIONAL WOODEN SKIPPING ROPE,A,Étoile,3495.0,5005.55,1.592523148148148,1.592523148148148,,Non calculable,0.012303290414878397,2011-11,Mettre en avant et sécuriser le stock,0.0
22798,ANTIQUE GLASS DRESSING TABLE POT,A,Étoile,1577.5,4996.025000000001,3.781310861423221,3.781310861423221,,Non calculable,0.028526148969889066,2010-12,Mettre en avant et sécuriser le stock,0.0
22366,DOORMAT AIRMAIL ,A,Étoile,678.5,4989.95,7.989045454545455,7.989045454545455,,Non calculable,0.0397936624907885,2011-10,Mettre en avant et sécuriser le stock,0.0
22971,QUEENS GUARD COFFEE MUG,A,Vache à lait,2018.5,4983.04,2.7821167883211677,2.7821167883211677,,Non calculable,0.007926678226405746,2011-02,Surveiller sans action urgente,0.0
21380,WOODEN HAPPY BIRTHDAY GARLAND,A,Vache à lait,1641.5,4965.385,3.49,3.49,,Non calculable,0.0006091989034419738,2011-05,Surveiller sans action urgente,0.0
22371,AIRLINE BAG VINTAGE TOKYO 78,A,Étoile,1059.0,4964.95,5.2078227848101255,5.2078227848101255,,Non calculable,0.012275731822474031,2011-11,Mettre en avant et sécuriser le stock,0.0
22333,RETROSPOT PARTY BAG + STICKER SET,A,Étoile,3052.0,4950.54,1.8778124999999999,1.8778124999999999,,Non calculable,0.022280471821756225,2011-06,Mettre en avant et sécuriser le stock,0.0
22088,PAPER BUNTING COLOURED LACE,A,Vache à lait,1606.0,4929.2,3.5898333333333334,3.5898333333333334,,Non calculable,0.034869240348692404,2011-05,Surveiller sans action urgente,0.0
22796,PHOTO FRAME 3 CLASSIC HANGING,A,Vache à lait,582.0,4917.9,8.45,8.45,,Non calculable,0.09450171821305842,2011-11,Surveiller sans action urgente,0.0
21756,BATH BUILDING BLOCK WORD,A,Vache à lait,809.0,4903.3,6.27619926199262,6.27619926199262,,Non calculable,0.002472187886279357,2011-03,Surveiller sans action urgente,0.0
21257,VICTORIAN SEWING BOX MEDIUM,A,Étoile,613.5,4892.325,8.14847328244275,8.14847328244275,,Non calculable,0.019559902200488997,2011-11,Mettre en avant et sécuriser le stock,0.0
22636,CHILDS BREAKFAST SET CIRCUS PARADE,A,Vache à lait,595.0,4890.15,8.385353535353536,8.385353535353536,,Non calculable,0.04873949579831933,2011-11,Surveiller sans action urgente,0.0
23263,SET OF 3 WOODEN HEART DECORATIONS,A,Étoile,3603.5,4855.26,1.4479957805907173,1.4479957805907173,,Non calculable,0.013042874982655751,2011-11,Mettre en avant et sécuriser le stock,0.0
21156,RETROSPOT CHILDRENS APRON,A,Étoile,2420.0,4850.75,2.3748888888888886,2.3748888888888886,,Non calculable,0.016115702479338842,2011-11,Mettre en avant et sécuriser le stock,0.0
21907,I'M ON HOLIDAY METAL SIGN,A,Étoile,2273.5,4846.805,2.3004347826086957,2.3004347826086957,,Non calculable,0.005718055861007257,2011-08,Mettre en avant et sécuriser le stock,0.0
22429,ENAMEL MEASURING JUG CREAM,A,Vache à lait,1079.0,4820.81,4.847989417989418,4.847989417989418,,Non calculable,0.028730305838739572,2011-05,Surveiller sans action urgente,0.0
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,A,Vache à lait,1487.0,4807.150000000001,3.6027972027972033,3.6027972027972033,,Non calculable,0.004034969737726967,2011-03,Surveiller sans action urgente,0.0
22623,BOX OF VINTAGE JIGSAW BLOCKS ,A,Étoile,862.0,4802.95,5.905744680851064,5.905744680851064,,Non calculable,0.018561484918793503,2011-10,Mettre en avant et sécuriser le stock,0.0
84949,SILVER HANGING T-LIGHT HOLDER,A,Étoile,2842.0,4788.6900000000005,1.8617465753424658,1.8617465753424658,,Non calculable,0.09254046446164672,2011-11,Mettre en avant et sécuriser le stock,0.0
22845,VINTAGE CREAM CAT FOOD CONTAINER,A,Vache à lait,753.5,4782.705,6.83826498422713,6.83826498422713,,Non calculable,0.0185799601857996,2011-05,Surveiller sans action urgente,0.0
82001S,SILVER RECORD COVER FRAME,A,Étoile,1291.0,4763.72,4.426640625,4.426640625,,Non calculable,0.005422153369481022,2011-11,Mettre en avant et sécuriser le stock,0.0
21094,SET/6 RED SPOTTY PAPER PLATES,A,Étoile,5520.0,4743.62,0.9860338345864661,0.9860338345864661,,Non calculable,0.0,2011-03,Mettre en avant et sécuriser le stock,0.0
22904,CALENDAR PAPER CUT DESIGN,A,Étoile,1553.5,4742.785000000001,3.353065693430657,3.353065693430657,,Non calculable,0.001287415513356936,2011-10,Mettre en avant et sécuriser le stock,0.0
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,A,Vache à lait,1337.5,4736.905000000001,4.052696629213483,4.052696629213483,,Non calculable,0.01644859813084112,2010-12,Surveiller sans action urgente,0.0
21154,RED RETROSPOT OVEN GLOVE ,A,Étoile,2683.5,4707.48,1.946069868995633,1.946069868995633,,Non calculable,0.07900130426681573,2011-11,Mettre en avant et sécuriser le stock,0.0
21558,SKULL LUNCH BOX WITH CUTLERY ,A,Étoile,1721.5,4689.595,3.376298076923077,3.376298076923077,,Non calculable,0.0023235550392099913,2011-05,Mettre en avant et sécuriser le stock,0.0
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,A,Étoile,8290.0,4684.495,0.6839469578783152,0.6839469578783152,0.22099355365798123,Atypique / complémentaire,0.010615199034981907,2011-07,Mettre en avant et sécuriser le stock,0.0
23494,VINTAGE DOILY DELUXE SEWING KIT ,A,Vache à lait,763.0,4671.85,6.263106796116505,6.263106796116505,,Non calculable,0.08519003931847968,2011-11,Surveiller sans action urgente,0.0
23198,PANTRY MAGNETIC  SHOPPING LIST,A,Vache à lait,2997.0,4632.445,1.7995876288659793,1.7995876288659793,,Non calculable,0.02135468802135469,2011-10,Surveiller sans action urgente,0.0
22781,GUMBALL MAGAZINE RACK,A,Étoile,621.0,4629.55,7.836637931034482,7.836637931034482,,Non calculable,0.07890499194847021,2011-06,Mettre en avant et sécuriser le stock,0.0
22296,HEART IVORY TRELLIS LARGE,A,Vache à lait,2742.5,4629.345,1.8795412844036699,1.8795412844036699,,Non calculable,0.00036463081130355516,2011-04,Surveiller sans action urgente,0.0
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,A,Vache à lait,1047.5,4621.56,5.437977099236641,5.437977099236641,,Non calculable,0.03341288782816229,2011-11,Surveiller sans action urgente,0.0
20676,RED RETROSPOT BOWL,A,Vache à lait,3469.5,4616.95,1.631751662971175,1.631751662971175,,Non calculable,0.006340971321516069,2011-01,Surveiller sans action urgente,0.0
22898,CHILDRENS APRON APPLES DESIGN,A,Étoile,2091.5,4614.8949999999995,2.5617983651226157,2.5617983651226157,,Non calculable,0.0,2011-11,Mettre en avant et sécuriser le stock,0.0
21172,PARTY METAL SIGN ,A,Étoile,2913.0,4608.03,2.0224472573839662,2.0224472573839662,,Non calculable,0.004462753175420529,2011-08,Mettre en avant et sécuriser le stock,0.0
22907,PACK OF 20 NAPKINS PANTRY DESIGN,A,Vache à lait,5181.0,4605.24,0.9899710982658959,0.9899710982658959,,Non calculable,0.007720517274657402,2011-03,Surveiller sans action urgente,0.0
22207,FRYING PAN UNION FLAG,A,Vache à lait,1010.0,4597.98,6.178076923076923,6.178076923076923,,Non calculable,0.07425742574257425,2011-11,Surveiller sans action urgente,0.0
22637,PIGGY BANK RETROSPOT ,A,Vache à lait,1701.0,4597.705,3.1144072948328265,3.1144072948328265,,Non calculable,0.03233392122281011,2010-12,Surveiller sans action urgente,0.0
22991,GIRAFFE WOODEN RULER,A,Étoile,2172.5,4585.165,2.273655913978495,2.273655913978495,,Non calculable,0.32589182968929803,2011-11,Vérifier qualité / description avant promotion,0.0
21535,RED RETROSPOT SMALL MILK JUG,A,Vache à lait,1816.5,4577.96,2.7591618497109827,2.7591618497109827,,Non calculable,0.017616295072942472,2011-03,Surveiller sans action urgente,0.0
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,A,Étoile,2716.5,4569.765,1.7743304843304841,1.7743304843304841,,Non calculable,0.0011043622308117063,2011-11,Mettre en avant et sécuriser le stock,0.0
48129,DOORMAT TOPIARY,A,Vache à lait,631.0,4563.805,7.911407766990291,7.911407766990291,,Non calculable,0.03645007923930269,2011-05,Surveiller sans action urgente,0.0
22271,FELTCRAFT DOLL ROSIE,A,Étoile,1516.5,4536.875000000001,3.38049504950495,3.38049504950495,,Non calculable,0.005275304978569074,2011-11,Mettre en avant et sécuriser le stock,0.0
21955,DOORMAT UNION JACK GUNS AND ROSES,A,Vache à lait,642.0,4534.48,7.923990384615385,7.923990384615385,,Non calculable,0.0,2011-01,Surveiller sans action urgente,0.0
22297,HEART IVORY TRELLIS SMALL,A,Vache à lait,3339.0,4527.27,1.746631853785901,1.746631853785901,,Non calculable,0.0,2011-08,Surveiller sans action urgente,0.0
23205,CHARLOTTE BAG VINTAGE ALPHABET ,A,Étoile,4197.5,4518.595,1.1491063829787236,1.1491063829787236,,Non calculable,0.04550327575938058,2011-11,Mettre en avant et sécuriser le stock,0.0
23234,BISCUIT TIN VINTAGE CHRISTMAS,A,Vache à lait,1489.5,4500.8550000000005,3.3792086330935254,3.3792086330935254,,Non calculable,0.010741859684457872,2011-10,Surveiller sans action urgente,0.0
22110,BIRD HOUSE HOT WATER BOTTLE,A,Vache à lait,1110.5,4482.11,4.041736111111111,4.041736111111111,,Non calculable,0.0018009905447996398,2010-12,Surveiller sans action urgente,0.0
22485,SET OF 2 WOODEN MARKET CRATES,A,Étoile,526.0,4444.7,8.45,8.45,,Non calculable,0.011406844106463879,2011-06,Mettre en avant et sécuriser le stock,0.0
21258,VICTORIAN SEWING BOX LARGE,A,Vache à lait,525.0,4436.25,8.45,8.45,,Non calculable,0.11619047619047619,2010-12,Surveiller sans action urgente,0.0
21932,SCANDINAVIAN PAISLEY PICNIC BAG,A,Étoile,2383.5,4420.805,2.0698666666666665,2.0698666666666665,,Non calculable,0.013845185651353053,2011-05,Mettre en avant et sécuriser le stock,0.0
22120,WELCOME  WOODEN BLOCK LETTERS,A,Vache à lait,523.0,4419.35,8.45,8.45,,Non calculable,0.022944550669216062,2011-11,Surveiller sans action urgente,0.0
23351,ROLL WRAP 50'S CHRISTMAS,A,Vache à lait,3137.5,4416.125,1.5103072625698326,1.5103072625698326,,Non calculable,0.026772908366533864,2011-11,Surveiller sans action urgente,0.0
21539,RED RETROSPOT BUTTER DISH,A,Vache à lait,900.0,4400.4,5.3029166666666665,5.3029166666666665,,Non calculable,0.025555555555555557,2011-08,Surveiller sans action urgente,0.0
22751,FELTCRAFT PRINCESS OLIVIA DOLL,A,Étoile,1147.5,4392.925,4.235924657534247,4.235924657534247,,Non calculable,0.0017429193899782135,2011-10,Mettre en avant et sécuriser le stock,0.0
23293,SET OF 12 FAIRY CAKE BAKING CASES,A,Vache à lait,5035.5,4391.905,1.0651805054151624,1.0651805054151624,,Non calculable,0.006354880349518419,2011-11,Surveiller sans action urgente,0.0
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,A,Étoile,2110.0,4390.14,2.2715211267605633,2.2715211267605633,,Non calculable,0.008056872037914692,2010-12,Mettre en avant et sécuriser le stock,0.0
22418,10 COLOUR SPACEBOY PEN,A,Étoile,5011.5,4374.635,1.0559561128526644,1.0559561128526644,,Non calculable,0.03292427416941036,2011-11,Mettre en avant et sécuriser le stock,0.0
23184,BULL DOG BOTTLE OPENER,A,Étoile,836.5,4371.175,5.85,5.85,,Non calculable,0.015540944411237299,2011-11,Mettre en avant et sécuriser le stock,0.0
22302,COFFEE MUG PEARS  DESIGN,A,Vache à lait,1777.0,4370.52,2.7265727699530515,2.7265727699530515,,Non calculable,0.006752954417557681,2011-03,Surveiller sans action urgente,0.0
22748,POPPY'S PLAYHOUSE KITCHEN,A,Étoile,1915.0,4365.58,2.4816628701594534,2.4816628701594534,,Non calculable,0.006788511749347258,2011-11,Mettre en avant et sécuriser le stock,0.0
37449,CERAMIC CAKE STAND + HANGING CAKES,A,Vache à lait,521.0,4355.139999999999,8.43922077922078,8.43922077922078,,Non calculable,0.09596928982725528,2011-01,Surveiller sans action urgente,0.0
23569,TRADTIONAL ALPHABET STAMP SET,A,Vache à lait,874.5,4354.975,5.160204081632653,5.160204081632653,,Non calculable,0.002287021154945683,2011-11,Surveiller sans action urgente,0.0
21033,JUMBO BAG CHARLIE AND LOLA TOYS,A,Vache à lait,1666.0,4353.245,3.2029,3.2029,,Non calculable,0.0006002400960384153,2011-07,Surveiller sans action urgente,0.0
22082,RIBBON REEL STRIPES DESIGN ,A,Étoile,2462.5,4339.605,1.9854457831325298,1.9854457831325298,,Non calculable,0.008121827411167513,2011-11,Mettre en avant et sécuriser le stock,0.0
22365,DOORMAT RESPECTABLE HOUSE,A,Étoile,586.5,4330.38,7.989553072625697,7.989553072625697,,Non calculable,0.0034100596760443308,2011-11,Mettre en avant et sécuriser le stock,0.0
23541,WALL ART CLASSIC PUDDINGS ,A,Vache à lait,558.5,4325.205,8.181973684210528,8.181973684210528,,Non calculable,0.0035810205908683975,2011-10,Surveiller sans action urgente,0.0
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,A,Étoile,3096.5,4306.5,2.3184790874524714,2.3184790874524714,,Non calculable,1.0172775714516389,2011-11,Vérifier qualité / description avant promotion,0.0
23158,SET OF 5 LUCKY CAT MAGNETS ,A,Étoile,1986.5,4295.38,2.674823529411765,2.674823529411765,,Non calculable,0.03020387616410773,2011-11,Mettre en avant et sécuriser le stock,0.0
23215,JINGLE BELL HEART ANTIQUE SILVER,A,Étoile,2036.5,4290.6900000000005,2.2615962441314554,2.2615962441314554,,Non calculable,0.05892462558310827,2011-11,Mettre en avant et sécuriser le stock,0.0
