week,weekly_revenue,scope,trend,seasonal,resid,seasonality_index,seasonality_status
2011-03-14,14966.825,Kitchen & Tableware,12776.843765950829,3484.1899881139766,-1294.2087540648045,1.0554035379377815,Semaine normale
2011-03-21,13091.905,Kitchen & Tableware,12717.423674649626,-3464.570832827481,3839.052158177854,0.6005456831940741,Semaine faible
2011-03-28,17482.375,Kitchen & Tableware,12665.937089943542,-8747.732769968718,13564.170680025174,0.2543065074587169,Semaine faible
2011-04-04,11722.22,Kitchen & Tableware,12619.094194164769,-498.8259313073777,-398.0482628573918,0.786651955763705,Semaine faible
2011-04-11,14791.325,Kitchen & Tableware,12583.54199067958,1344.7024870183661,863.0805223020543,0.9039965552835908,Semaine normale
2011-04-18,11368.765,Kitchen & Tableware,12575.419645435088,-499.26512555338456,-707.3895198817045,0.7837888044344372,Semaine faible
2011-04-25,7471.755,Kitchen & Tableware,12604.428529148307,-1569.7111287970627,-3562.9624003512436,0.7161955359426707,Semaine faible
2011-05-02,12083.68,Kitchen & Tableware,12666.039231691144,1.320006174009933,-583.6792378651535,0.8221602610368975,Semaine normale
2011-05-09,18520.875,Kitchen & Tableware,12757.738348298284,-1286.007957904895,7049.14460960661,0.7445593572587635,Semaine faible
2011-05-16,21709.79,Kitchen & Tableware,12880.529120874591,1376.6389057150236,7452.621973410387,0.9253449567727974,Semaine normale
2011-05-23,14521.55,Kitchen & Tableware,13029.180543863953,1430.9983314932897,61.3711246427556,0.9385211404810164,Semaine normale
2011-05-30,11622.675,Kitchen & Tableware,13186.579363746929,-744.5387893152237,-819.3655744317057,0.8075362144880962,Semaine normale
2011-06-06,15011.02,Kitchen & Tableware,13340.98909432702,5760.711638957175,-4090.6807332841945,1.2397737339114383,Semaine forte
2011-06-13,19357.31,Kitchen & Tableware,13491.182790429286,1713.4658191535545,4152.661390417163,0.9868400852217152,Semaine normale
2011-06-20,12376.26,Kitchen & Tableware,13639.924058348708,-317.26281144345245,-946.4012469052559,0.8646918779819628,Semaine normale
2011-06-27,11123.055,Kitchen & Tableware,13792.847125414479,-4512.107275292505,1842.3151498780262,0.6023556571272985,Semaine faible
2011-07-04,14396.565,Kitchen & Tableware,13954.007025872173,-356.0842689293702,798.6422430571965,0.8825574070710408,Semaine normale
2011-07-11,13892.985,Kitchen & Tableware,14126.072538738696,361.5428235953392,-594.6303623340336,0.9403018738502372,Semaine normale
2011-07-18,18211.25,Kitchen & Tableware,14314.072900984507,-430.47609167008943,4327.6531906855835,0.9010987501449188,Semaine normale
2011-07-25,15024.85,Kitchen & Tableware,14521.255623327928,-3450.677080037462,3954.2714567095354,0.718523061837086,Semaine faible
2011-08-01,15455.82,Kitchen & Tableware,14750.46974808609,-363.52760333266804,1068.8778552465774,0.933767795413582,Semaine normale
2011-08-08,15024.08,Kitchen & Tableware,14999.933770984333,244.94606199828362,-220.79983298261686,0.9894512461204542,Semaine normale
2011-08-15,14443.59,Kitchen & Tableware,15265.58813097715,1432.2570852261565,-2254.255216203306,1.0837542793189996,Semaine normale
2011-08-22,13002.35,Kitchen & Tableware,15542.081617896458,1208.815302017034,-3748.5469199134914,1.087197538624415,Semaine normale
2011-08-29,12432.47,Kitchen & Tableware,15827.539812031944,-1379.8226874402085,-2015.2471245917368,0.9377123249994345,Semaine normale
2011-09-05,17138.655,Kitchen & Tableware,16127.155373271124,2833.1984567324007,-1821.6988300035246,1.2305997770735664,Semaine forte
2011-09-12,16644.14,Kitchen & Tableware,16463.220635375725,196.70024428746112,-15.78087966318708,1.0812928442365972,Semaine normale
2011-09-19,20222.69,Kitchen & Tableware,16950.84384856664,3032.5492506270652,239.2969008062937,1.296998954424926,Semaine forte
2011-09-26,15657.835,Kitchen & Tableware,17473.651208971343,-787.1617866844009,-1028.6544222869416,1.0830172446841364,Semaine normale
2011-10-03,16973.685,Kitchen & Tableware,18017.48365018357,-393.9233989616537,-649.8752512219144,1.1438367401180625,Semaine normale
2011-10-10,17645.14,Kitchen & Tableware,18575.444716389084,-877.6317969291347,-52.67291945995021,1.1486560234394658,Semaine normale
2011-10-17,18839.55,Kitchen & Tableware,19144.05424439097,-230.2846549380992,-74.21958945287042,1.2275762809642234,Semaine forte
2011-10-24,14192.385,Kitchen & Tableware,19721.19668338674,-5368.698133529395,-160.1135498573458,0.931532273830981,Semaine normale
2011-10-31,18688.235,Kitchen & Tableware,20305.51833276204,-877.4005704420729,-739.882762319965,1.2609594526362011,Semaine forte
2011-11-07,22543.55,Kitchen & Tableware,20896.20661910522,1773.0920119533732,-125.74863105859549,1.4713245381344038,Semaine forte
2011-11-14,23668.965,Kitchen & Tableware,21492.903138929083,1769.2401762351028,406.82168483581336,1.509802434836158,Semaine forte
2011-11-21,22814.7,Kitchen & Tableware,22095.4086923067,908.517512368566,-189.22620467526576,1.4930431527334471,Semaine forte
2011-11-28,21412.45,Kitchen & Tableware,22703.489134042575,-2039.1763428237045,748.1372087811324,1.3411932573753904,Semaine forte
2011-12-05,23890.06,Kitchen & Tableware,23316.938046822375,18.1828655605745,554.939087617051,1.5145389611517517,Semaine forte
2010-11-29,8560.175,Stationery,7592.6390189917,984.579032539652,-17.04305153135283,0.7741046416479614,Semaine faible
2010-12-06,13972.52,Stationery,7683.6144439793825,6294.117275085183,-5.211719064564932,1.261507745102272,Semaine forte
2010-12-13,9678.185,Stationery,7774.624996240907,1871.9238197773273,31.63618398176459,0.8706130786811636,Semaine normale
2010-12-20,3440.2599999999998,Stationery,7865.695477968204,-4418.11365433938,-7.32182362882304,0.3111485654320911,Semaine faible
2010-12-27,0.0,Stationery,7956.84361281802,-7948.542811880531,-8.30080093748893,0.0007491576518750979,Semaine faible
2011-01-03,7699.135,Stationery,8048.089302314243,-401.3167662084661,52.362463894223765,0.6901307718029626,Semaine faible
2011-01-10,11728.31,Stationery,8139.453804014226,3626.0371425711055,-37.180946585332094,1.0618502524128677,Semaine normale
2011-01-17,9554.85,Stationery,8230.945777695837,1298.5496875214374,25.35453478272575,0.8600488675778569,Semaine normale
2011-01-24,8681.3,Stationery,8322.576976850936,370.2701220086965,-11.54709885963348,0.7845403075839782,Semaine faible
2011-01-31,6869.62,Stationery,8414.352632926024,-1532.6308333483069,-12.10179957771652,0.6210839873229029,Semaine faible
2011-02-07,6543.955,Stationery,8506.286226760345,-1949.7727915972687,-12.558435163076865,0.591733526266224,Semaine faible
2011-02-14,9098.11,Stationery,8598.454271555607,509.5312416682584,-9.87551322386571,0.8220070679665422,Semaine normale
2011-02-21,11312.515,Stationery,8691.176032906591,2634.285930556543,-12.946963463135035,1.0221370871128774,Semaine normale
2011-02-28,9469.83,Stationery,8787.77224082709,675.4183966283531,6.6393625445580255,0.8540647740610855,Semaine normale
2011-03-07,8530.595,Stationery,8888.867649673659,4223.9887581181365,-4582.261407791796,1.1834516680758234,Semaine normale
2011-03-14,9255.465,Stationery,8994.963809978082,344.69968372042774,-84.19849369850999,0.8429162950580732,Semaine normale
2011-03-21,9104.815,Stationery,9104.79441855718,-2310.1496257503536,2310.170207193174,0.6132251787071977,Semaine faible
2011-03-28,12442.210000000001,Stationery,9217.088694372105,-5504.470977984016,8729.592283611913,0.3350683857695989,Semaine faible
2011-04-04,8965.24,Stationery,9331.226293937816,-244.13376254425165,-121.85253139356428,0.8201214502621146,Semaine normale
2011-04-11,11115.81,Stationery,9447.200733238245,1634.860485516281,33.748781245472856,1.0001698659081113,Semaine normale
2011-04-18,7805.945,Stationery,9565.947272127323,-57.176667792187814,-1702.8256043351357,0.8581784229989753,Semaine normale
2011-04-25,5532.035,Stationery,9689.182802155166,-584.3434521869242,-3572.8043499682426,0.8217231228033286,Semaine normale
2011-05-02,9495.785,Stationery,9820.60367006604,-999.2996192326672,674.4809491666256,0.7961337079356305,Semaine faible
2011-05-09,11738.39,Stationery,9966.762189626977,360.8335998456582,1410.7942105273632,0.9320784186275141,Semaine normale
2011-05-16,11549.005000000001,Stationery,10124.123819316617,1456.7134293687031,-31.832248685319428,1.0451850255545698,Semaine normale
2011-05-23,7940.175,Stationery,10283.57532500539,2330.7222182733863,-4674.122543278776,1.1384561078795472,Semaine normale
2011-05-30,6572.97,Stationery,10442.681810483762,354.21987189666567,-4223.931682380427,0.9744338616009852,Semaine normale
2011-06-06,9573.585000000001,Stationery,10601.333440498247,2145.412567513229,-3173.161008011475,1.1504097472428865,Semaine normale
2011-06-13,10916.915,Stationery,10761.623890795789,-1165.1738647806553,1320.4649739848683,0.8660916003126122,Semaine normale
2011-06-20,8920.985,Stationery,10926.846695006625,-211.33117065138399,-1794.5305243552411,0.9670886591921525,Semaine normale
2011-06-27,6812.85,Stationery,11172.899509723726,-3069.7808614024093,-1290.2686483213165,0.7313165783828689,Semaine faible
2011-07-04,10516.685,Stationery,11612.384958689978,-52.90064060794117,-1042.7993180820376,1.0432578968989286,Semaine normale
2011-07-11,7980.335,Stationery,12015.000121914029,-385.29297427179785,-3649.3721476422306,1.0495955949713818,Semaine normale
2011-07-18,10266.205,Stationery,12299.659698462277,-1335.0816663168268,-698.3730321454514,0.9895668615862796,Semaine normale
2011-07-25,9072.210000000001,Stationery,12450.167611476558,-1548.3549165198972,-1829.6026949566603,0.9839022115143642,Semaine normale
2011-08-01,9593.78,Stationery,12510.24955018722,-475.24492991122577,-2441.2246202759943,1.0861741980719488,Semaine normale
2011-08-08,9313.055,Stationery,12801.649638325485,2662.3297480121605,-6150.924386337645,1.3956434533193596,Semaine forte
2011-08-15,10765.835000000001,Stationery,13202.795079168507,2397.056797263302,-4834.016876431808,1.4079061152479997,Semaine forte
2011-08-22,10618.145,Stationery,13609.520171375047,2018.4707898905006,-5009.845961265546,1.4104457027984916,Semaine forte
2011-08-29,9532.065,Stationery,14022.994476391954,15.524140720943667,-4506.453617112897,1.266993838570794,Semaine forte
2011-09-05,11313.93,Stationery,14443.017686583904,58.61324721191973,-3187.7009337958225,1.3087903035545176,Semaine forte
2011-09-12,12188.895,Stationery,14869.132535275943,-2662.4178752218804,-17.819660054063206,1.1016712436187885,Semaine normale
2011-09-19,17157.21,Stationery,15305.518903051581,1879.7084563636306,-28.017359415212923,1.550988232638407,Semaine forte
2011-09-26,15075.06,Stationery,15744.210210674384,-642.6730834199008,-26.477127254484003,1.3629325867656572,Semaine forte
2011-10-03,16340.605,Stationery,16184.114086604519,163.72005688495224,-7.229143489472335,1.4754124490407294,Semaine forte
2011-10-10,14169.1,Stationery,16624.731131268534,-2426.934769427079,-28.696361841455655,1.2813688539621284,Semaine forte
2011-10-17,14611.49,Stationery,17065.8308409804,-2561.2714972536564,106.93065627325632,1.3090545962082145,Semaine forte
2011-10-24,14972.435,Stationery,17507.273022118363,-2519.546315548928,-15.29170656943461,1.352661054155562,Semaine forte
2011-10-31,17978.405,Stationery,17948.93106615772,41.63864319001408,-12.164709347733151,1.6236713855503397,Semaine forte
2011-11-07,23338.405,Stationery,18390.720186720162,4956.685610198396,-9.000796918557171,2.107132532862029,Semaine forte
2011-11-14,22159.47,Stationery,18832.588074215797,3331.877169063437,-4.995243279234273,2.0003706704651276,Semaine forte
2011-11-21,20971.18,Stationery,19274.50227872771,1699.175830256127,-2.4981089838365733,1.8929006443640464,Semaine forte
2011-11-28,19386.055,Stationery,19716.4430424284,-329.9377048350037,-0.450337593396398,1.7496563194501844,Semaine forte
2011-12-05,18127.575,Stationery,20158.398868737513,-2035.1287058374141,4.304837099902215,1.6356477672193748,Semaine forte
