StockCode,description,product_category,rank_revenue,total_revenue,cumulative_revenue_pct,abc_class,sku_count,cumulative_sku_count,cumulative_sku_pct
82581,TOILET METAL SIGN,Home Decor,1074,1547.085,83.57979931033033,B,1,1074,27.43295019157088
20665,RED RETROSPOT PURSE ,Other,1075,1546.2700000000002,83.6011282596079,B,1,1075,27.458492975734355
22284,HEN HOUSE DECORATION,Home Decor,1076,1545.095,83.62244100116277,B,1,1076,27.48403575989783
21980,PACK OF 12 RED RETROSPOT TISSUES ,Bags & Packaging,1077,1542.3899999999999,83.64371643047089,B,1,1077,27.509578544061302
15058A,BLUE POLKADOT GARDEN PARASOL,Other,1078,1542.0,83.66498648019444,B,1,1078,27.535121328224776
22318,FIVE HEART HANGING DECORATION,Home Decor,1079,1541.6200000000001,83.68625128827149,B,1,1079,27.56066411238825
21626,VINTAGE UNION JACK PENNANT,Stationery,1080,1540.925,83.707506509653,B,1,1080,27.586206896551722
23401,RUSTIC MIRROR WITH LACE HEART,Home Decor,1081,1539.56,83.72874290248852,B,1,1081,27.611749680715196
46000M,POLYESTER FILLER PAD 45x45cm,Other,1082,1537.6000000000001,83.74995225946319,B,1,1082,27.63729246487867
23501,KEY RING BASEBALL BOOT UNION JACK,Accessories,1083,1536.43,83.77114547768416,B,1,1083,27.662835249042146
23096,PETIT TRAY CHIC,Other,1084,1535.09,83.79232021220434,B,1,1084,27.68837803320562
23135,SMALL ZINC HEART WALL ORGANISER,Home Decor,1085,1528.05,83.81339783832632,B,1,1085,27.713920817369093
23226,FILIGREE HEART DAISY WHITE,Home Decor,1086,1527.64,83.83446980898759,B,1,1086,27.739463601532567
23020,GLASS  SONGBIRD STORAGE JAR,Other,1087,1521.0,83.85545018877328,B,1,1087,27.76500638569604
22445,PENCIL CASE LIFE IS BEAUTIFUL,Other,1088,1516.46,83.87636794467716,B,1,1088,27.790549169859514
23090,VINTAGE GLASS T-LIGHT HOLDER,Stationery,1089,1510.99,83.89721024845912,B,1,1089,27.816091954022987
22208,WOOD STAMP SET THANK YOU,Other,1090,1510.845,83.91805055213914,B,1,1090,27.84163473818646
22350,ILLUSTRATED CAT BOWL ,Kitchen & Tableware,1091,1506.03,83.93882443864055,B,1,1091,27.867177522349934
23345, DOLLY GIRL BEAKER,Toys & Kids,1092,1503.775,83.95956722010814,B,1,1092,27.892720306513407
22030,SWALLOWS GREETING CARD,Home Decor,1093,1502.365,83.98029055230849,B,1,1093,27.91826309067688
23286,BLUE VINTAGE SPOT BEAKER,Stationery,1094,1498.2,84.00095643330448,B,1,1094,27.943805874840354
22982,PANTRY PASTRY BRUSH,Other,1095,1497.66,84.02161486564495,B,1,1095,27.969348659003828
21578,WOODLAND DESIGN  COTTON TOTE BAG,Home Decor,1096,1495.52,84.04224377923934,B,1,1096,27.994891443167308
21055,TOOL BOX SOFT TOY ,Bags & Packaging,1097,1492.22,84.06282717327208,B,1,1097,28.02043422733078
22474,SPACEBOY TV DINNER TRAY,Other,1098,1491.425,84.08339960122859,B,1,1098,28.045977011494255
22948,METAL DECORATION NAUGHTY CHILDREN ,Home Decor,1099,1488.54,84.10393223405318,B,1,1099,28.07151979565773
22475,SKULL DESIGN TV DINNER TRAY,Home Decor,1100,1487.725,84.1244536249254,B,1,1100,28.097062579821202
22959,WRAP CHRISTMAS VILLAGE,Christmas,1101,1487.67,84.14497425713826,B,1,1101,28.122605363984675
22176,BLUE OWL SOFT TOY,Toys & Kids,1102,1487.1550000000002,84.16548778554075,B,1,1102,28.14814814814815
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,Stationery,1103,1486.53,84.18599269281412,B,1,1103,28.173690932311622
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,Kitchen & Tableware,1104,1484.45,84.20646890896985,B,1,1104,28.199233716475096
22676,FRENCH BLUE METAL DOOR SIGN 1,Home Decor,1105,1483.39,84.22693050369062,B,1,1105,28.22477650063857
22203,MILK PAN RED RETROSPOT,Other,1106,1483.13,84.24738851202169,B,1,1106,28.250319284802046
21792,CLASSIC FRENCH STYLE BASKET GREEN ,Other,1107,1482.92,84.26784362365336,B,1,1107,28.27586206896552
84580,MOUSE TOY WITH PINK T-SHIRT,Toys & Kids,1108,1482.43,84.28829197631981,B,1,1108,28.301404853128993
22414,DOORMAT NEIGHBOURHOOD WITCH ,Other,1109,1479.18,84.30869549911495,B,1,1109,28.326947637292466
84510A,SET OF 4 ENGLISH ROSE COASTERS,Other,1110,1478.74,84.3290929526352,B,1,1110,28.35249042145594
21528,DAIRY MAID TRADITIONAL TEAPOT ,Kitchen & Tableware,1111,1478.73,84.34949026821737,B,1,1111,28.378033205619413
21327,SKULLS WRITING SET ,Other,1112,1474.585,84.36983040847133,B,1,1112,28.403575989782887
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",Textile,1113,1473.42,84.39015447894064,B,1,1113,28.42911877394636
21470,FLOWER VINE RAFFIA FOOD COVER,Other,1114,1470.32,84.41043578860959,B,1,1114,28.454661558109834
85132A,CHARLIE + LOLA BISCUITS TINS,Other,1115,1470.24,84.43071599477405,B,1,1115,28.480204342273307
21447,12 IVORY ROSE PEG PLACE SETTINGS,Other,1116,1468.725,84.45097530332151,B,1,1116,28.50574712643678
22811,SET OF 6 T-LIGHTS CACTI ,Other,1117,1467.99,84.47122447342117,B,1,1117,28.531289910600254
22913,RED COAT RACK PARIS FASHION,Other,1118,1466.97,84.49145957383814,B,1,1118,28.556832694763727
22816,CARD MOTORBIKE SANTA,Christmas,1119,1464.795,84.51166467272584,B,1,1119,28.5823754789272
22398,MAGNETS PACK OF 4 SWALLOWS,Home Decor,1120,1464.53,84.53186611625479,B,1,1120,28.607918263090674
21703,BAG 125g SWIRLY MARBLES,Bags & Packaging,1121,1461.38,84.55202410929304,B,1,1121,28.63346104725415
22285,HANGING HEN ON NEST DECORATION,Home Decor,1122,1461.075,84.5721778952203,B,1,1122,28.659003831417625
21916,SET 12 RETRO WHITE CHALK STICKS,Other,1123,1456.67,84.59227091942965,B,1,1123,28.684546615581098
21982,PACK OF 12 SUKI TISSUES ,Bags & Packaging,1124,1455.915,84.61235352931504,B,1,1124,28.71008939974457
21352,EUCALYPTUS & PINECONE  WREATH,Other,1125,1453.7350000000001,84.63240606870212,B,1,1125,28.735632183908045
23317,BLUE REFECTORY CLOCK ,Other,1126,1452.85,84.6524464005704,B,1,1126,28.76117496807152
22472,TV DINNER TRAY DOLLY GIRL,Toys & Kids,1127,1448.375,84.67242500515427,B,1,1127,28.786717752234992
22674,FRENCH TOILET SIGN BLUE METAL,Home Decor,1128,1447.86,84.69239650592777,B,1,1128,28.812260536398465
22473,TV DINNER TRAY VINTAGE PAISLEY,Stationery,1129,1447.1,84.7123575234083,B,1,1129,28.83780332056194
84971S,SMALL HEART FLOWERS HOOK ,Home Decor,1130,1446.415,84.7323090921313,B,1,1130,28.863346104725412
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,Kitchen & Tableware,1131,1444.9499999999998,84.75224045292772,B,1,1131,28.888888888888886
21056,DOCTOR'S BAG SOFT TOY,Bags & Packaging,1132,1443.375,84.77215008847878,B,1,1132,28.914431673052366
23485,BOTANICAL GARDENS WALL CLOCK ,Home Decor,1133,1440.725,84.79202317044243,B,1,1133,28.93997445721584
22931,BAKING MOULD HEART WHITE CHOCOLATE,Home Decor,1134,1437.925,84.8118576297477,B,1,1134,28.965517241379313
22600,CHRISTMAS RETROSPOT STAR WOOD,Christmas,1135,1437.12,84.8316809850387,B,1,1135,28.991060025542787
23250,VINTAGE RED TRIM ENAMEL BOWL ,Kitchen & Tableware,1136,1433.33,84.85145206180282,B,1,1136,29.01660280970626
22731,3D CHRISTMAS STAMPS STICKERS ,Christmas,1137,1433.22,84.87122162124821,B,1,1137,29.042145593869733
21207,SKULL AND CROSSBONES  GARLAND ,Other,1138,1430.375,84.89095193731391,B,1,1138,29.067688378033207
21620,SET OF 4 ROSE BOTANICAL CANDLES,Home Decor,1139,1429.49,84.91067004586083,B,1,1139,29.09323116219668
22332,SKULLS PARTY BAG + STICKER SET,Stationery,1140,1425.7,84.93033587588084,B,1,1140,29.118773946360154
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,Christmas,1141,1425.41,84.94999770569697,B,1,1141,29.144316730523627
22130,PARTY CONE CHRISTMAS DECORATION ,Christmas,1142,1424.03,84.96964050006002,B,1,1142,29.1698595146871
16161U,WRAP SUKI AND FRIENDS,Stationery,1143,1421.46,84.98924784434021,B,1,1143,29.195402298850574
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,Home Decor,1144,1421.43,85.00885477480618,B,1,1144,29.22094508301405
85054,FRENCH ENAMEL POT W LID,Other,1145,1421.255,85.02845929135603,B,1,1145,29.246487867177525
21407,BROWN CHECK CAT DOORSTOP ,Other,1146,1420.69,85.04805601440516,B,1,1146,29.272030651340998
21564,PINK  HEART SHAPE LOVE BUCKET ,Home Decor,1147,1420.275,85.06764701302457,B,1,1147,29.29757343550447
21781,MA CAMPAGNE CUTLERY BOX,Bags & Packaging,1148,1419.6,85.08722870082454,B,1,1148,29.323116219667945
23391, I LOVE LONDON MINI BACKPACK,Bags & Packaging,1149,1419.195,85.10680480213286,B,1,1149,29.34865900383142
22182,CAKE STAND VICTORIAN FILIGREE SMALL,Kitchen & Tableware,1150,1417.56,85.12635835056743,B,1,1150,29.374201787994892
22128,PARTY CONES CANDY ASSORTED,Other,1151,1416.59,85.14589851900963,B,1,1151,29.399744572158365
84212,"ASSORTED FLOWER COLOUR ""LEIS""",Other,1152,1415.3,85.16542089344138,B,1,1152,29.42528735632184
23267,SET OF 4 SANTA PLACE SETTINGS,Christmas,1153,1413.0,85.18491154211802,B,1,1153,29.450830140485312
85035C,ROSE 3 WICK MORRIS BOX CANDLE,Home Decor,1154,1409.995,85.20436074040593,B,1,1154,29.476372924648786
82567,"AIRLINE LOUNGE,METAL SIGN",Home Decor,1155,1408.07,85.22378338561622,B,1,1155,29.50191570881226
22494,EMERGENCY FIRST AID TIN ,Other,1156,1405.42,85.24316947723909,B,1,1156,29.527458492975732
23374,RED SPOT PAPER GIFT BAG,Stationery,1157,1403.79,85.26253308495725,B,1,1157,29.553001277139206
22582,PACK OF 6 SWEETIE GIFT BOXES,Bags & Packaging,1158,1403.075,85.28188683010374,B,1,1158,29.57854406130268
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,Other,1159,1402.74,85.30123595432504,B,1,1159,29.604086845466153
21591,COSY HOUR CIGAR BOX MATCHES ,Bags & Packaging,1160,1402.41,85.32058052659015,B,1,1160,29.629629629629626
21112,SWISS ROLL TOWEL PINK  SPOTS,Textile,1161,1401.63,85.33991433968615,B,1,1161,29.655172413793103
21245,GREEN POLKADOT PLATE ,Kitchen & Tableware,1162,1395.7,85.3591663555092,B,1,1162,29.680715197956577
22434,BALLOON PUMP WITH 10 BALLOONS,Other,1163,1393.935,85.37839402526369,B,1,1163,29.70625798212005
85049C,ROMANTIC PINKS RIBBONS ,Other,1164,1393.26,85.39761238419872,B,1,1164,29.731800766283524
22664,TOY TIDY DOLLY GIRL DESIGN,Home Decor,1165,1390.15,85.41678784439536,B,1,1165,29.757343550446997
23556,LANDMARK FRAME COVENT GARDEN ,Other,1166,1390.025,85.43596158036617,B,1,1166,29.78288633461047
15044A,PINK PAPER PARASOL ,Stationery,1167,1384.1950000000002,85.4550548984447,B,1,1167,29.808429118773944
23244,ROUND STORAGE TIN VINTAGE LEAF,Stationery,1168,1382.53,85.47412524983531,B,1,1168,29.833971902937424
15044D,RED PAPER PARASOL,Stationery,1169,1382.4350000000002,85.49319429081427,B,1,1169,29.859514687100898
23470,CARD HOLDER LOVE BIRD LARGE ,Stationery,1170,1379.975,85.5122293990291,B,1,1170,29.88505747126437
22818,CARD CHRISTMAS VILLAGE,Christmas,1171,1379.85,85.53126278301811,B,1,1171,29.910600255427845
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,Stationery,1172,1379.6100000000001,85.55029285649354,B,1,1172,29.936143039591318
21544,SKULLS  WATER TRANSFER TATTOOS ,Other,1173,1377.28,85.56929079039966,B,1,1173,29.96168582375479
22564,ALPHABET STENCIL CRAFT,Other,1174,1377.015,85.58828506894706,B,1,1174,29.987228607918265
22858,EASTER TIN KEEPSAKE,Other,1175,1376.355,85.60727024358212,B,1,1175,30.01277139208174
22976,CIRCUS PARADE CHILDRENS EGG CUP ,Kitchen & Tableware,1176,1370.26,85.62617134496617,B,1,1176,30.038314176245212
22832,BROCANTE SHELF WITH HOOKS,Other,1177,1368.8999999999999,85.64505368677328,B,1,1177,30.063856960408685
21820,GLITTER HEART GARLAND WITH BELLS ,Home Decor,1178,1368.47,85.66393009724358,B,1,1178,30.08939974457216
84818,DANISH ROSE PHOTO FRAME,Other,1179,1355.375,85.6826258778169,B,1,1179,30.114942528735632
22471,TV DINNER TRAY AIR HOSTESS ,Other,1180,1354.66,85.70131179581853,B,1,1180,30.140485312899106
21988,PACK OF 6 SKULL PAPER PLATES,Kitchen & Tableware,1181,1353.08,85.71997591960579,B,1,1181,30.16602809706258
22935,BAKING MOULD ROSE MILK CHOCOLATE,Other,1182,1349.07,85.73858473022872,B,1,1182,30.191570881226053
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,Other,1183,1348.4650000000001,85.75718519559867,B,1,1183,30.217113665389526
22934,BAKING MOULD EASTER EGG WHITE CHOC,Other,1184,1347.92,85.77577814334404,B,1,1184,30.242656449553003
22085,PAPER CHAIN KIT SKULLS ,Stationery,1185,1347.69,85.79436791851391,B,1,1185,30.268199233716476
23160,REGENCY TEA SPOON,Kitchen & Tableware,1186,1347.125,85.81294990018307,B,1,1186,30.29374201787995
22583,PACK OF 6 HANDBAG GIFT BOXES,Bags & Packaging,1187,1344.725,85.83149877671647,B,1,1187,30.319284802043423
20992,JAZZ HEARTS PURSE NOTEBOOK,Home Decor,1188,1344.0,85.85003765274011,B,1,1188,30.344827586206897
22534,MAGIC DRAWING SLATE SPACEBOY ,Other,1189,1339.045,85.86850818045222,B,1,1189,30.37037037037037
22797,CHEST OF DRAWERS GINGHAM HEART ,Home Decor,1190,1337.975,85.8869639487913,B,1,1190,30.395913154533844
22677,FRENCH BLUE METAL DOOR SIGN 2,Home Decor,1191,1335.32,85.90538309457398,B,1,1191,30.421455938697317
22788,BROCANTE COAT RACK,Other,1192,1333.98,85.92378375665584,B,1,1192,30.44699872286079
85175,CACTI T-LIGHT CANDLES,Home Decor,1193,1333.935,85.94218379801639,B,1,1193,30.472541507024264
22306,SILVER MUG BONE CHINA TREE OF LIFE,Kitchen & Tableware,1194,1333.475,85.96057749422593,B,1,1194,30.498084291187737
21246,RED RETROSPOT BIG BOWL,Kitchen & Tableware,1195,1332.1000000000001,85.97895222395144,B,1,1195,30.52362707535121
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,Other,1196,1331.42,85.9973175738885,B,1,1196,30.549169859514684
22161,HEART DECORATION RUSTIC HANGING ,Home Decor,1197,1330.2,86.01566609538153,B,1,1197,30.574712643678158
23270,SET OF 2 CERAMIC PAINTED HEARTS ,Home Decor,1198,1329.2949999999998,86.03400213347963,B,1,1198,30.60025542784163
23498,CLASSIC BICYCLE CLIPS ,Other,1199,1328.0349999999999,86.05232079138146,B,1,1199,30.625798212005108
21705,BAG 500g SWIRLY MARBLES,Bags & Packaging,1200,1327.425,86.07063103506128,B,1,1200,30.65134099616858
84795B,SUNSET CHECK HAMMOCK,Other,1201,1325.2,86.08891058752151,B,1,1201,30.676883780332055
22696,WICKER WREATH LARGE,Other,1202,1323.85,86.10717151834285,B,1,1202,30.70242656449553
21619,4 VANILLA BOTANICAL CANDLES,Home Decor,1203,1322.65,86.12541589659634,B,1,1203,30.727969348659002
21363,HOME SMALL WOOD LETTERS,Home Decor,1204,1321.85,86.14364923980456,B,1,1204,30.75351213282248
37340,MULTICOLOUR SPRING FLOWER MUG,Kitchen & Tableware,1205,1321.01,86.16187099621526,B,1,1205,30.779054916985952
21556,CERAMIC STRAWBERRY MONEY BOX,Bags & Packaging,1206,1320.77,86.18008944211239,B,1,1206,30.804597701149426
23372,SET 36 COLOUR PENCILS DOLLY GIRL,Toys & Kids,1207,1319.66,86.19829257688423,B,1,1207,30.830140485312903
84968D,SET OF 16 VINTAGE RED CUTLERY,Stationery,1208,1319.45,86.21649281495671,B,1,1208,30.855683269476376
21899,GARAGE KEY FOB,Other,1209,1319.01,86.23468698375427,B,1,1209,30.88122605363985
21845,DAIRY MAID STRIPE MUG,Kitchen & Tableware,1210,1318.42,86.25287301420597,B,1,1210,30.906768837803323
23368,SET 12 COLOUR PENCILS DOLLY GIRL ,Toys & Kids,1211,1316.1,86.27102704302645,B,1,1211,30.932311621966797
23061,VINTAGE EMBOSSED HEART,Home Decor,1212,1313.93,86.28915113928667,B,1,1212,30.95785440613027
22073,RED RETROSPOT STORAGE JAR,Other,1213,1312.41,86.30725426896092,B,1,1213,30.983397190293744
21071,VINTAGE BILLBOARD DRINK ME MUG,Kitchen & Tableware,1214,1310.65,86.32533312153562,B,1,1214,31.008939974457217
22675,FRENCH KITCHEN SIGN BLUE METAL,Home Decor,1215,1310.3,86.34340714627801,B,1,1215,31.03448275862069
22443,GROW YOUR OWN HERBS SET OF 3,Other,1216,1309.3,86.36146737721383,B,1,1216,31.060025542784164
22293,HANGING CHICK GREEN DECORATION,Home Decor,1217,1307.595,86.37950408970947,B,1,1217,31.085568326947637
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,Stationery,1218,1306.13,86.39752059427849,B,1,1218,31.11111111111111
22712,CARD DOLLY GIRL ,Stationery,1219,1305.78,86.41553227101521,B,1,1219,31.136653895274584
22610,PENS ASSORTED FUNNY FACE,Other,1220,1305.625,86.43354180971191,B,1,1220,31.162196679438058
21424,WOODLAND STORAGE BOX LARGE ,Bags & Packaging,1221,1301.57,86.451495414523,B,1,1221,31.18773946360153
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,Home Decor,1222,1301.335,86.46944577778953,B,1,1222,31.213282247765008
23486,ANTIQUE HEART SHELF UNIT,Home Decor,1223,1297.0749999999998,86.4873373794401,B,1,1223,31.23882503192848
21123,SET/10 IVORY POLKADOT PARTY CANDLES,Home Decor,1224,1296.695,86.50522373944418,B,1,1224,31.264367816091955
23559,WOODLAND BUNNIES LOLLY MAKERS,Other,1225,1295.48,86.52309333997329,B,1,1225,31.28991060025543
37342,POLKADOT COFFEE CUP & SAUCER PINK,Kitchen & Tableware,1226,1293.485,86.5409354218583,B,1,1226,31.315453384418902
22650,CERAMIC PIRATE CHEST MONEY BANK,Other,1227,1292.5749999999998,86.55876495137932,B,1,1227,31.340996168582375
21866,UNION JACK FLAG LUGGAGE TAG,Stationery,1228,1292.3799999999999,86.57659179110807,B,1,1228,31.36653895274585
21624,VINTAGE UNION JACK DOORSTOP,Stationery,1229,1292.2,86.59441614795163,B,1,1229,31.392081736909322
22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,Stationery,1230,1289.35,86.61220119244648,B,1,1230,31.417624521072796
23249,VINTAGE RED ENAMEL TRIM PLATE,Kitchen & Tableware,1231,1287.575,86.62996175293468,B,1,1231,31.44316730523627
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,Christmas,1232,1286.125,86.64770231240337,B,1,1232,31.468710089399742
15058C,ICE CREAM DESIGN GARDEN PARASOL,Home Decor,1233,1285.575,86.66543528527843,B,1,1233,31.494252873563216
23005,TRAVEL CARD WALLET I LOVE LONDON,Home Decor,1234,1285.35,86.68316515454703,B,1,1234,31.51979565772669
23094,LE GRAND TRAY CHIC SET,Other,1235,1284.3999999999999,86.70088191969938,B,1,1235,31.545338441890163
21206,STRAWBERRY HONEYCOMB  GARLAND ,Other,1236,1284.295,86.71859723650205,B,1,1236,31.570881226053636
21068,VINTAGE BILLBOARD LOVE/HATE MUG,Kitchen & Tableware,1237,1282.395,86.73628634507223,B,1,1237,31.59642401021711
22576,SWALLOW WOODEN CHRISTMAS DECORATION,Christmas,1238,1281.86,86.75396807395592,B,1,1238,31.621966794380583
23113,PANTRY CHOPPING BOARD,Other,1239,1276.535,86.77157635081964,B,1,1239,31.64750957854406
22436,12 COLOURED PARTY BALLOONS,Other,1240,1275.985,86.78917704108976,B,1,1240,31.673052362707537
21408,SPOTTY PINK DUCK DOORSTOP,Other,1241,1275.565,86.80677193796112,B,1,1241,31.69859514687101
23546,WRAP PAISLEY PARK ,Stationery,1242,1274.7,86.8243549031898,B,1,1242,31.724137931034484
22671,FRENCH LAUNDRY SIGN BLUE METAL,Home Decor,1243,1273.75,86.84192476430222,B,1,1243,31.749680715197957
85059,FRENCH ENAMEL WATER BASIN,Other,1244,1273.11,86.85948579737847,B,1,1244,31.77522349936143
22335,HEART DECORATION PAINTED ZINC ,Home Decor,1245,1272.29,86.87703551953332,B,1,1245,31.800766283524908
23554,LANDMARK FRAME OXFORD STREET,Other,1246,1271.725,86.89457744818746,B,1,1246,31.82630906768838
23405,HOME SWEET HOME 2 DRAWER CABINET,Home Decor,1247,1271.7,86.91211903199644,B,1,1247,31.851851851851855
21064,BOOM BOX SPEAKER BOYS,Bags & Packaging,1248,1271.18,86.929653443026,B,1,1248,31.877394636015328
22419,LIPSTICK PEN RED,Other,1249,1271.17,86.9471877161175,B,1,1249,31.9029374201788
22509,SEWING BOX RETROSPOT DESIGN ,Home Decor,1250,1266.55,86.96465826182266,B,1,1250,31.928480204342275
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,Home Decor,1251,1264.53,86.98210094403856,B,1,1251,31.95402298850575
23287,RED VINTAGE SPOT BEAKER,Stationery,1252,1263.49,86.99952928069564,B,1,1252,31.979565772669222
23555,LANDMARK FRAME NOTTING HILL ,Other,1253,1263.275,87.01695465168432,B,1,1253,32.005108556832695
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,Home Decor,1254,1260.41,87.03434050341717,B,1,1254,32.03065134099617
22282,12 EGG HOUSE PAINTED WOOD,Other,1255,1259.05,87.0517075955731,B,1,1255,32.05619412515964
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,Christmas,1256,1256.74,87.06904282403588,B,1,1256,32.08173690932312
85206A,CREAM FELT EASTER EGG BASKET,Other,1257,1255.88,87.08636618982499,B,1,1257,32.10727969348659
21507,ELEPHANT BIRTHDAY CARD ,Stationery,1258,1252.43,87.10364196698144,B,1,1258,32.132822477650066
22905,CALENDAR IN SEASON DESIGN,Home Decor,1259,1252.055,87.12091257146044,B,1,1259,32.158365261813536
22292,HANGING CHICK  YELLOW DECORATION,Home Decor,1260,1251.86,87.13818048614716,B,1,1260,32.18390804597701
10133,COLOURING PENCILS BROWN TUBE,Accessories,1261,1251.4650000000001,87.15544295228031,B,1,1261,32.20945083014048
21793,CLASSIC FRENCH STYLE BASKET BROWN,Other,1262,1251.185,87.17270155614759,B,1,1262,32.23499361430396
22716,CARD CIRCUS PARADE,Stationery,1263,1250.39,87.18994919393866,B,1,1263,32.26053639846743
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,Stationery,1264,1249.88,87.20718979688837,B,1,1264,32.28607918263091
35004C,SET OF 3 COLOURED  FLYING DUCKS,Other,1265,1246.4,87.22438239739127,B,1,1265,32.31162196679438
21616,4 PEAR BOTANICAL DINNER CANDLES,Home Decor,1266,1245.215,87.24155865223335,B,1,1266,32.337164750957854
22735,RIBBON REEL SOCKS AND MITTENS,Other,1267,1244.06,87.25871897522886,B,1,1267,32.362707535121324
21537,RED RETROSPOT PUDDING BOWL,Kitchen & Tableware,1268,1241.63,87.27584577927443,B,1,1268,32.3882503192848
71038,WHITE HANGING BEADS CANDLE HOLDER,Home Decor,1269,1239.5,87.292943202512,B,1,1269,32.41379310344827
23034,DRAWER KNOB CERAMIC BLACK,Other,1270,1238.595,87.31002814235464,B,1,1270,32.43933588761175
21179,NO JUNK MAIL METAL SIGN,Home Decor,1271,1238.325,87.3271093578695,B,1,1271,32.464878671775224
22439,6 ROCKET BALLOONS ,Other,1272,1237.32,87.34417671060876,B,1,1272,32.490421455938694
23067,HANGING ENGRAVED METAL HEART,Home Decor,1273,1236.66,87.3612349594357,B,1,1273,32.51596424010217
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,Home Decor,1274,1236.625,87.37829272547941,B,1,1274,32.54150702426564
21519,GIN & TONIC DIET GREETING CARD ,Stationery,1275,1234.24,87.39531759329446,B,1,1275,32.56704980842912
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,Christmas,1276,1233.21,87.41232825348874,B,1,1276,32.592592592592595
21901,"KEY FOB , BACK DOOR ",Other,1277,1229.53,87.42928815247487,B,1,1277,32.61813537675607
35953,FOLKART STAR CHRISTMAS DECORATIONS,Christmas,1278,1229.42,87.44624653414228,B,1,1278,32.64367816091954
22977,DOLLY GIRL CHILDRENS EGG CUP,Kitchen & Tableware,1279,1218.86,87.46305925321234,B,1,1279,32.66922094508302
82599,FANNY'S REST STOPMETAL SIGN,Home Decor,1280,1217.73,87.47985638528101,B,1,1280,32.69476372924649
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,Christmas,1281,1216.865,87.49664158570698,B,1,1281,32.720306513409966
23221,REINDEER HEART DECORATION SILVER,Home Decor,1282,1214.7250000000001,87.51339726738689,B,1,1282,32.745849297573436
23558,LANDMARK FRAME LONDON BRIDGE ,Other,1283,1212.575,87.53012329238271,B,1,1283,32.77139208173691
23469,CARD HOLDER LOVE BIRD SMALL,Stationery,1284,1212.125,87.54684311016557,B,1,1284,32.79693486590038
22442,GROW YOUR OWN FLOWERS SET OF 3,Other,1285,1211.6,87.56355568619996,B,1,1285,32.82247765006386
21615,4 LAVENDER BOTANICAL DINNER CANDLES,Home Decor,1286,1209.17,87.58023474328442,B,1,1286,32.84802043422733
23285,PINK VINTAGE SPOT BEAKER,Stationery,1287,1208.78,87.59690842078433,B,1,1287,32.87356321839081
23073,GEORGIAN TRINKET BOX,Bags & Packaging,1288,1208.35,87.6135761669474,B,1,1288,32.89910600255428
21382,SET/4 SPRING FLOWER DECORATION,Home Decor,1289,1202.155,87.6301584604788,B,1,1289,32.92464878671775
15039,SANDALWOOD FAN,Other,1290,1201.59,87.64673296050948,B,1,1290,32.95019157088122
47570B,TEA TIME TABLE CLOTH,Kitchen & Tableware,1291,1199.8999999999999,87.66328414900708,B,1,1291,32.9757343550447
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,Home Decor,1292,1199.715,87.67983278565046,B,1,1292,33.00127713920817
22944,CHRISTMAS METAL POSTCARD WITH BELLS,Christmas,1293,1199.115,87.6963731460099,B,1,1293,33.02681992337165
22168,ORGANISER WOOD ANTIQUE WHITE ,Other,1294,1198.75,87.71290847162994,B,1,1294,33.052362707535124
22911,PAPER CHAIN KIT LONDON,Stationery,1295,1197.44,87.72942572736339,B,1,1295,33.077905491698594
23217,LAUREL HEART ANTIQUE SILVER,Home Decor,1296,1197.21,87.74593981052134,B,1,1296,33.10344827586207
21846,PINK DIAMANTE PEN IN GIFT BOX,Bags & Packaging,1297,1197.115,87.76245258326765,B,1,1297,33.12899106002554
21586,KINGS CHOICE GIANT TUBE MATCHES,Other,1298,1195.8,87.77894721715833,B,1,1298,33.15453384418902
23366,SET 12 COLOURING PENCILS DOILY,Accessories,1299,1195.4,87.79543633352638,B,1,1299,33.18007662835249
21192,WHITE BELL HONEYCOMB PAPER ,Stationery,1300,1194.365,87.81191117330465,B,1,1300,33.205619412515965
22589,CARDHOLDER GINGHAM STAR,Stationery,1301,1194.145,87.82838297844545,B,1,1301,33.231162196679435
23392,SPACEBOY ROCKET LOLLY MAKERS,Other,1302,1192.82,87.84483650679256,B,1,1302,33.25670498084291
